iter	RMSE
647	33364.72748
648	33346.28831
649	33321.8387
650	33308.64922
651	33290.37831
652	33278.97688
653	33257.75723
654	33241.841
655	33227.63706
656	33221.00667
657	33208.59614
658	33198.34655
659	33181.79053
660	33170.55976
661	33148.08608
662	33135.26634
663	33111.05219
664	33104.09892
665	33082.74491
666	33076.83544
667	33069.563
668	33052.89513
669	33043.02335
670	33026.20533
671	33011.38246
672	33004.59738
673	32988.83733
674	32974.09312
675	32959.86266
676	32937.75869
677	32923.22553
678	32897.58705
679	32883.32572
680	32864.24913
681	32847.38615
682	32832.35082
683	32812.16729
684	32796.77856
685	32786.5508
686	32772.33368
687	32757.884
688	32742.83332
689	32732.30482
690	32710.57533
691	32687.3574
692	32666.71769
693	32654.78475
694	32633.73799
695	32622.71756
696	32601.15533
697	32589.09971
698	32572.60995
699	32555.61493
700	32540.89294
701	32532.95399
702	32525.12331
703	32511.75381
704	32500.08494
705	32489.52428
706	32470.0122
707	32450.49886
708	32439.78964
709	32430.63855
710	32418.65597
711	32409.47045
712	32386.37376
713	32373.83107
714	32356.37874
715	32336.50325
716	32317.78673
717	32304.53854
718	32290.68552
719	32263.65239
720	32245.27585
721	32232.08845
722	32219.5928
723	32211.87882
724	32204.42102
725	32195.2757
726	32185.70082
727	32168.30593
728	32155.51257
729	32140.13884
730	32126.27511
731	32104.50565
732	32096.22404
733	32089.36273
734	32077.32211
735	32061.73496
736	32053.12789
737	32042.28093
738	32025.61381
739	32019.53156
740	32007.62605
741	32002.54033
742	31996.41918
743	31976.01557
744	31958.58144
745	31944.09613
746	31923.83493
747	31916.68707
748	31909.49779
749	31902.77938
750	31878.53102
751	31870.48084
752	31858.38908
753	31841.93408
754	31822.21418
755	31805.09111
756	31796.33666
757	31787.79175
758	31768.97577
759	31756.27512
760	31738.54336
761	31728.87111
762	31713.93659
763	31702.32393
764	31687.50335
765	31670.89863
766	31657.33037
767	31633.78804
768	31612.34622
769	31596.88206
770	31583.86514
771	31574.82204
772	31565.79725
773	31554.49163
774	31542.30874
775	31524.55148
776	31517.24817
777	31509.13239
778	31494.64232
779	31476.77414
780	31463.79297
781	31456.14593
782	31444.74993
783	31430.39043
784	31408.32505
785	31400.47443
786	31386.47926
787	31372.54798
788	31368.12999
789	31359.8707
790	31344.11727
791	31333.98962
792	31322.69432
793	31314.51185
794	31300.22586
795	31290.29044
796	31271.08351
797	31254.6486
798	31249.69625
799	31225.89856
800	31222.61885
801	31211.87146
802	31195.72164
803	31182.19957
804	31172.49077
805	31158.81479
806	31148.38326
807	31141.92726
808	31134.21114
809	31128.79384
810	31114.45807
811	31104.41276
812	31095.77462
813	31086.53001
814	31074.2389
815	31056.31724
816	31045.93894
817	31033.12776
818	31020.74809
819	31010.57193
820	30999.1866
821	30985.93966
822	30972.02082
823	30958.25075
824	30940.94215
825	30933.57119
826	30919.2679
827	30905.26255
828	30896.60221
829	30889.4075
830	30876.1754
831	30861.97011
832	30858.72831
833	30844.52746
834	30830.52312
835	30824.52549
836	30808.9776
837	30794.33781
838	30780.99654
839	30766.25569
840	30743.88175
841	30732.38257
842	30719.31362
843	30707.05462
844	30697.65045
845	30687.32626
846	30680.36584
847	30673.75312
848	30658.7925
849	30649.25176
850	30637.63223
851	30627.18839
852	30615.149
853	30609.97629
854	30599.61257
855	30591.76032
856	30576.56635
857	30555.36477
858	30548.15212
859	30534.17718
860	30523.35262
861	30504.9949
862	30497.22777
863	30477.37871
864	30468.31673
865	30453.86544
866	30441.60861
867	30429.69963
868	30419.6572
869	30402.73585
870	30386.43562
871	30377.78811
872	30360.84466
873	30345.83857
874	30337.07599
875	30325.69822
876	30310.70198
877	30302.10959
878	30287.07736
879	30270.19211
880	30266.08848
881	30248.68921
882	30236.38196
883	30223.32065
884	30216.1821
885	30201.45322
886	30191.10679
887	30170.5062
888	30152.58107
889	30146.13102
890	30133.87546
891	30109.81871
892	30104.05593
893	30092.59929
894	30082.5181
895	30070.0872
896	30059.78313
897	30044.67043
898	30033.75065
899	30029.0675
900	30016.64628
901	30008.19374
902	29996.62896
903	29988.64448
904	29975.53702
905	29962.73601
906	29951.41194
907	29940.89869
908	29924.24037
909	29917.28666
910	29905.99905
911	29896.08892
912	29887.19682
913	29883.45986
914	29877.61975
915	29870.72754
916	29858.97283
917	29845.85503
918	29835.48168
919	29824.31931
920	29816.68432
921	29805.7411
922	29792.6359
923	29782.54886
924	29771.79162
925	29762.04839
926	29758.88275
927	29745.57832
928	29741.35588
929	29731.67728
930	29721.83568
931	29698.42052
932	29692.69605
933	29680.5662
934	29668.99112
935	29653.89895
936	29644.62857
937	29631.56832
938	29619.00468
939	29606.03816
940	29587.55678
941	29573.88756
942	29560.01197
943	29549.19929
944	29537.94195
945	29526.97519
946	29517.95609
947	29508.19365
948	29493.11876
949	29477.80275
950	29461.53159
951	29447.43011
952	29437.25818
953	29427.2583
954	29416.85787
955	29404.49819
956	29388.62099
957	29381.39571
958	29376.12376
959	29365.93852
960	29352.43657
961	29347.19288
962	29341.52327
963	29334.53795
964	29326.76237
965	29321.36032
966	29316.04238
967	29304.7844
968	29296.15667
969	29284.92744
970	29273.84703
971	29262.21263
972	29249.23002
973	29241.42103
974	29226.45045
975	29218.15883
976	29206.92178
977	29193.60136
978	29185.19819
979	29177.58141
980	29160.33366
981	29148.26648
982	29134.31585
983	29119.77891
984	29109.11203
985	29096.21652
986	29088.4612
987	29082.06047
988	29071.14304
989	29061.13337
990	29050.45989
991	29039.28739
992	29022.67973
993	29013.50007
994	28995.65421
995	28984.21088
996	28976.80176
997	28968.33993
998	28958.64262
999	28945.11989
1000	28935.97163
1001	28923.3898
1002	28912.0998
1003	28902.60716
1004	28893.63266
1005	28882.30249
1006	28874.19959
1007	28864.78305
1008	28848.6486
1009	28838.42552
1010	28818.13376
1011	28802.11556
1012	28796.59171
1013	28782.81922
1014	28770.75951
1015	28756.58193
1016	28745.03451
1017	28734.25934
1018	28722.98684
1019	28706.30968
1020	28690.2268
1021	28679.64499
1022	28666.91915
1023	28650.61886
1024	28641.33232
1025	28634.21743
1026	28621.50798
1027	28613.36053
1028	28602.78558
1029	28594.41038
1030	28584.46105
1031	28578.02167
1032	28565.95569
1033	28558.70244
1034	28550.16266
1035	28544.07089
1036	28533.79646
1037	28523.46348
1038	28513.55128
1039	28499.10571
1040	28485.78723
1041	28474.97182
1042	28464.0356
1043	28450.92243
1044	28436.63313
1045	28426.81411
1046	28416.19237
1047	28400.08364
1048	28391.71143
1049	28384.79728
1050	28379.22073
1051	28371.0103
1052	28358.97711
1053	28345.57926
1054	28334.72541
1055	28324.06103
1056	28313.30092
1057	28305.01925
1058	28293.42008
1059	28280.63885
1060	28266.97529
1061	28257.88158
1062	28247.01504
1063	28239.96592
1064	28228.13843
1065	28213.97006
1066	28202.10082
1067	28192.89689
1068	28182.72027
1069	28174.89941
1070	28165.52675
1071	28156.01527
1072	28146.67581
1073	28139.24733
1074	28132.35409
1075	28125.09161
1076	28113.72928
1077	28103.08662
1078	28091.52626
1079	28086.94642
1080	28072.97803
1081	28066.63984
1082	28058.15624
1083	28049.47831
1084	28040.56582
1085	28030.1514
1086	28019.11453
1087	28000.6037
1088	27988.63405
1089	27980.24596
1090	27973.19399
1091	27963.67762
1092	27956.58577
1093	27949.43776
1094	27944.22033
1095	27932.30402
1096	27921.88421
1097	27914.16245
1098	27908.30112
1099	27896.42097
1100	27891.39424
1101	27885.94128
1102	27873.49879
1103	27866.73827
1104	27858.91248
1105	27848.52073
1106	27836.68531
1107	27828.58386
1108	27817.48584
1109	27810.72853
1110	27802.39162
1111	27790.49309
1112	27780.33018
1113	27771.52535
1114	27764.58494
1115	27755.24211
1116	27744.39706
1117	27734.25144
1118	27724.64411
1119	27713.97322
1120	27702.33814
1121	27688.89338
1122	27679.8394
1123	27668.05231
1124	27654.03288
1125	27639.46329
1126	27628.66368
1127	27625.15368
1128	27607.55362
1129	27596.58645
1130	27592.06273
1131	27579.83921
1132	27569.87625
1133	27559.06963
1134	27543.65207
1135	27533.72511
1136	27524.33213
1137	27513.93318
1138	27501.71558
1139	27488.3133
1140	27475.85561
1141	27465.49234
1142	27460.1109
1143	27447.96755
1144	27441.56909
1145	27432.70964
1146	27423.0532
1147	27413.30342
1148	27403.41534
1149	27390.19528
1150	27379.15149
1151	27371.61305
1152	27363.52584
1153	27355.27231
1154	27340.59394
1155	27329.53433
1156	27313.69715
1157	27305.01801
1158	27295.76851
1159	27289.09193
1160	27280.93927
1161	27276.67455
1162	27265.05904
1163	27257.90408
1164	27248.87558
1165	27234.19028
1166	27222.13785
1167	27212.91223
1168	27201.86603
1169	27196.08264
1170	27191.3743
1171	27185.07295
1172	27173.20977
1173	27163.63859
1174	27155.77351
1175	27147.65032
1176	27142.21111
1177	27135.36036
1178	27129.3398
1179	27117.28593
1180	27109.71915
1181	27100.71573
1182	27091.10527
1183	27079.74276
1184	27063.49354
1185	27055.43795
1186	27051.14137
1187	27043.05274
1188	27026.46772
1189	27020.13546
1190	27007.83881
1191	26995.06048
1192	26985.65578
1193	26973.81686
1194	26964.83836
1195	26952.34375
1196	26940.15473
1197	26930.76084
1198	26909.7825
1199	26904.12484
1200	26897.81876
1201	26893.33453
1202	26882.25214
1203	26877.35725
1204	26863.88599
1205	26860.67553
1206	26854.70157
1207	26843.61821
1208	26837.6578
1209	26828.91731
1210	26822.18072
1211	26817.79478
1212	26810.44316
1213	26798.4515
1214	26792.44863
1215	26783.76798
1216	26769.9699
1217	26760.7307
1218	26751.02355
1219	26743.74912
1220	26730.55287
1221	26720.42039
1222	26716.06053
1223	26709.55992
1224	26702.57712
1225	26698.16933
1226	26689.39005
1227	26678.85174
1228	26666.25595
1229	26655.26068
1230	26646.72477
1231	26635.97066
1232	26625.90758
1233	26621.67366
1234	26612.22993
1235	26597.56733
1236	26593.6103
1237	26584.56292
1238	26578.51314
1239	26567.25919
1240	26561.18909
1241	26556.86496
1242	26547.6161
1243	26536.02752
1244	26528.42244
1245	26520.33806
1246	26511.65882
1247	26505.00642
1248	26500.07324
1249	26487.30455
1250	26472.23564
1251	26464.88039
1252	26456.9813
1253	26451.25262
1254	26440.35956
1255	26431.30124
1256	26424.22167
1257	26416.68322
1258	26406.9766
1259	26399.65662
1260	26394.04503
1261	26377.42518
1262	26367.03201
1263	26358.56059
1264	26355.05101
1265	26344.22774
1266	26338.97067
1267	26333.35744
1268	26325.26528
1269	26317.75271
1270	26312.16561
1271	26303.65957
1272	26294.34649
1273	26285.36713
1274	26278.04392
1275	26271.15997
1276	26264.86057
1277	26257.67553
1278	26249.33066
1279	26244.29187
1280	26235.48416
1281	26221.23866
1282	26214.8486
1283	26212.21569
1284	26206.26473
1285	26200.66058
1286	26195.65717
1287	26185.67801
1288	26178.38178
1289	26170.91524
1290	26155.0972
1291	26145.46792
1292	26136.18493
1293	26123.79634
1294	26108.58999
1295	26102.05546
1296	26094.1145
1297	26083.58397
1298	26073.92946
1299	26067.57043
1300	26061.0336
1301	26049.51243
1302	26035.76422
1303	26024.29917
1304	26015.84696
1305	26007.87054
1306	25998.94534
1307	25992.50819
1308	25987.38796
1309	25982.44753
1310	25977.20001
1311	25970.29935
1312	25959.7628
1313	25954.51317
1314	25951.25203
1315	25931.62006
1316	25921.30191
1317	25907.33725
1318	25897.71964
1319	25889.84175
1320	25887.84832
1321	25882.05351
1322	25875.09482
1323	25866.05468
1324	25858.29457
1325	25844.73238
1326	25837.6062
1327	25831.4683
1328	25823.52884
1329	25809.1416
1330	25803.91515
1331	25796.3659
1332	25791.17138
1333	25780.0996
1334	25776.64055
1335	25767.75356
1336	25761.9828
1337	25753.07737
1338	25739.00843
1339	25729.89285
1340	25725.27375
1341	25718.13989
1342	25713.06452
1343	25704.24758
1344	25695.81414
1345	25684.91143
1346	25678.00763
1347	25664.17712
1348	25655.0149
1349	25645.00986
1350	25635.8005
1351	25623.87874
1352	25617.19045
1353	25608.21351
1354	25603.35426
1355	25599.03569
1356	25589.7589
1357	25581.02775
1358	25572.24143
1359	25563.99913
1360	25560.08624
1361	25544.42647
1362	25538.29007
1363	25526.06518
1364	25518.8139
1365	25508.86581
1366	25499.07993
1367	25487.68841
1368	25484.63094
1369	25481.64977
1370	25472.18875
1371	25465.04428
1372	25459.43711
1373	25454.27382
1374	25445.94901
1375	25439.85876
1376	25434.31163
1377	25426.24137
1378	25419.40408
1379	25411.3744
1380	25403.79948
1381	25392.37041
1382	25385.0922
1383	25372.45755
1384	25362.70437
1385	25350.1831
1386	25343.71511
1387	25335.35214
1388	25328.39846
1389	25320.11159
1390	25314.90994
1391	25311.76449
1392	25304.3619
1393	25295.0231
1394	25285.87133
1395	25276.73868
1396	25268.05123
1397	25257.71614
1398	25249.02234
1399	25240.31818
1400	25232.07229
1401	25223.90571
1402	25219.0929
1403	25209.51203
1404	25196.71561
1405	25193.39805
1406	25187.08082
1407	25178.45287
1408	25173.01235
1409	25164.63355
1410	25158.99886
1411	25156.57162
1412	25147.28918
1413	25139.10637
1414	25135.20406
1415	25128.24783
1416	25120.2546
1417	25116.04485
1418	25109.00609
1419	25100.77747
1420	25094.49352
1421	25083.05374
1422	25073.21978
1423	25065.4731
1424	25059.43798
1425	25050.91647
1426	25043.26839
1427	25033.70981
1428	25029.12325
1429	25011.0335
1430	25005.1591
1431	24997.10798
1432	24987.91125
1433	24977.4918
1434	24967.38771
1435	24953.06122
1436	24945.84342
1437	24941.20561
1438	24930.9758
1439	24922.26489
1440	24914.67749
1441	24907.71832
1442	24899.89335
1443	24888.53138
1444	24879.08142
1445	24871.36169
1446	24863.1862
1447	24858.22625
1448	24852.47799
1449	24842.25941
1450	24834.7757
1451	24832.65214
1452	24824.7738
1453	24815.60948
1454	24802.83735
1455	24797.01466
1456	24789.47943
1457	24785.16226
1458	24772.58701
1459	24766.8488
1460	24760.36564
1461	24751.25136
1462	24742.50252
1463	24729.52073
1464	24721.06235
1465	24711.82365
1466	24709.53135
1467	24703.14911
1468	24693.83767
1469	24685.88419
1470	24678.57626
1471	24670.89076
1472	24662.26507
1473	24653.21479
1474	24645.67416
1475	24640.37222
1476	24631.81861
1477	24626.5952
1478	24618.0906
1479	24613.85936
1480	24607.15453
1481	24599.42638
1482	24591.68316
1483	24586.45993
1484	24575.96799
1485	24571.19136
1486	24563.68449
1487	24552.21837
1488	24537.80344
1489	24529.95502
1490	24521.3795
1491	24515.29669
1492	24507.12517
1493	24499.41143
1494	24487.71141
1495	24479.58122
1496	24469.99273
1497	24458.69175
1498	24450.30076
1499	24442.14715
1500	24436.02338
1501	24431.28396
1502	24428.16395
1503	24418.22977
1504	24407.65079
1505	24392.60168
1506	24386.18471
1507	24378.72386
1508	24371.4069
1509	24368.70163
1510	24358.68277
1511	24352.11545
1512	24344.7579
1513	24335.96641
1514	24328.90902
1515	24316.93365
1516	24303.75541
1517	24299.55045
1518	24292.95773
1519	24286.18185
1520	24281.68782
1521	24274.56284
1522	24265.31174
1523	24254.53784
1524	24246.20733
1525	24237.82331
1526	24227.15676
1527	24220.87173
1528	24212.87417
1529	24204.73565
1530	24197.93601
1531	24190.09135
1532	24185.78274
1533	24180.76711
1534	24174.86626
1535	24168.61921
1536	24161.92101
1537	24154.88459
1538	24148.45656
1539	24140.94846
1540	24133.56685
1541	24126.54376
1542	24118.04698
1543	24110.97172
1544	24105.31596
1545	24097.26919
1546	24086.15292
1547	24079.06275
1548	24069.48416
1549	24062.833
1550	24053.37383
1551	24049.60899
1552	24038.51761
1553	24031.82943
1554	24023.43901
1555	24013.0355
1556	24002.92513
1557	23994.7109
1558	23986.34005
1559	23980.34807
1560	23972.76735
1561	23961.65163
1562	23947.37515
1563	23942.73305
1564	23936.6528
1565	23932.13759
1566	23929.2122
1567	23917.4148
1568	23910.3506
1569	23901.52085
1570	23895.97651
1571	23883.74047
1572	23876.21537
1573	23870.51019
1574	23866.70104
1575	23863.97029
1576	23855.37282
1577	23846.34041
1578	23831.69176
1579	23827.57928
1580	23820.67731
1581	23812.8171
1582	23804.38325
1583	23797.3035
1584	23792.24637
1585	23782.7068
1586	23777.27385
1587	23770.792
1588	23760.91079
1589	23756.12858
1590	23746.59881
1591	23737.9681
1592	23735.08326
1593	23726.89818
1594	23721.1191
1595	23710.77899
1596	23701.59108
1597	23694.25393
1598	23685.43198
1599	23676.89564
1600	23670.58575
1601	23664.76514
1602	23656.35511
1603	23649.1419
1604	23640.34296
1605	23634.77217
1606	23627.62664
1607	23622.73502
1608	23615.08831
1609	23607.711
1610	23603.44529
1611	23597.14113
1612	23592.01122
1613	23583.6611
1614	23577.04053
1615	23571.98129
1616	23566.19635
1617	23561.39396
1618	23555.63619
1619	23551.1315
1620	23541.94319
1621	23536.20089
1622	23529.22807
1623	23526.75634
1624	23519.16814
1625	23514.36302
1626	23508.34563
1627	23503.66423
1628	23491.7189
1629	23485.39391
1630	23474.42866
1631	23465.04267
1632	23455.96962
1633	23448.85239
1634	23436.43514
1635	23429.39132
1636	23422.2802
1637	23416.27726
1638	23408.8105
1639	23400.73234
1640	23391.56221
1641	23385.36863
1642	23381.89521
1643	23375.26376
1644	23365.79218
1645	23360.37297
1646	23354.64666
1647	23349.29217
1648	23342.86397
1649	23337.87007
1650	23330.43038
1651	23324.32731
1652	23314.52709
1653	23305.47923
1654	23299.41165
1655	23293.84116
1656	23287.39531
1657	23281.67897
1658	23276.5405
1659	23270.54716
1660	23261.47343
1661	23253.07292
1662	23246.01388
1663	23239.62982
1664	23228.55251
1665	23219.48843
