longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_<1H OCEAN,ocean_INLAND,ocean_ISLAND,ocean_NEAR BAY,ocean_NEAR OCEAN
-122.39,37.59,32.0,4497.0,435.0,1846.0,715.0,6.1323,500001.0,0,0,0,0,1
-117.14,32.9,16.0,3217.0,435.0,2054.0,687.0,4.2234,162100.0,1,0,0,0,0
-119.38,36.53,38.0,1281.0,435.0,1423.0,293.0,1.9602,51400.0,0,1,0,0,0
-118.36,33.96,26.0,3543.0,435.0,2742.0,951.0,2.5504,151300.0,1,0,0,0,0
-124.13,40.55,38.0,544.0,435.0,240.0,91.0,3.25,94800.0,1,0,0,0,0
-121.98,37.96,22.0,2987.0,435.0,1420.0,540.0,3.65,204100.0,0,1,0,0,0
-118.3,33.72,35.0,2790.0,435.0,1167.0,441.0,6.2028,361500.0,0,0,0,0,1
-122.17,37.75,38.0,992.0,435.0,732.0,259.0,1.6196,85100.0,0,0,0,1,0
-118.31,34.03,47.0,1315.0,435.0,785.0,245.0,1.23,138400.0,1,0,0,0,0
-117.23,32.75,5.0,1824.0,435.0,892.0,426.0,3.4286,137500.0,0,0,0,0,1
-122.08,37.37,29.0,1229.0,435.0,707.0,194.0,7.1108,465000.0,0,0,0,1,0
-122.5,37.75,44.0,1819.0,435.0,1137.0,354.0,3.4919,271800.0,0,0,0,0,1
-118.5,34.46,17.0,10267.0,435.0,4956.0,1483.0,5.5061,239400.0,1,0,0,0,0
-122.39,37.6,34.0,707.0,435.0,381.0,156.0,4.375,340900.0,0,0,0,0,1
-117.96,34.03,35.0,2093.0,435.0,1755.0,403.0,3.4115,150400.0,1,0,0,0,0
-121.13,38.87,48.0,1127.0,435.0,530.0,186.0,3.0917,128100.0,0,1,0,0,0
-118.17,33.98,41.0,756.0,435.0,873.0,212.0,2.7321,156000.0,1,0,0,0,0
-118.75,34.29,17.0,5512.0,435.0,2734.0,814.0,6.6073,258100.0,1,0,0,0,0
-119.45,36.61,24.0,1302.0,435.0,693.0,243.0,3.7917,90500.0,0,1,0,0,0
-120.85,37.78,25.0,421.0,435.0,303.0,106.0,2.2679,71300.0,0,1,0,0,0
-117.98,33.73,18.0,3833.0,435.0,2192.0,996.0,3.4679,219700.0,1,0,0,0,0
-117.65,34.04,15.0,3393.0,435.0,2039.0,611.0,3.9336,151000.0,0,1,0,0,0
-118.43,34.2,28.0,3386.0,435.0,2240.0,737.0,3.0221,290100.0,1,0,0,0,0
-117.03,32.73,34.0,2061.0,435.0,1169.0,400.0,3.5096,142000.0,0,0,0,0,1
-117.09,32.77,31.0,3062.0,435.0,1263.0,539.0,3.0875,291500.0,0,0,0,0,1
-118.3,33.73,42.0,1731.0,435.0,866.0,403.0,2.7451,255400.0,0,0,0,0,1
-124.06,40.86,34.0,4183.0,435.0,1891.0,669.0,3.2216,98100.0,0,0,0,0,1
-122.91,38.46,18.0,2021.0,435.0,912.0,329.0,4.5,251900.0,1,0,0,0,0
-118.28,34.25,29.0,2559.0,435.0,1886.0,769.0,2.6036,162100.0,1,0,0,0,0
-116.95,32.84,31.0,1307.0,435.0,752.0,231.0,3.4286,129400.0,1,0,0,0,0
-120.4,37.3,28.0,1401.0,435.0,967.0,257.0,1.5917,89400.0,0,1,0,0,0
-118.18,34.04,42.0,1670.0,435.0,1997.0,452.0,2.788,150500.0,1,0,0,0,0
-119.33,36.3,11.0,3045.0,435.0,1563.0,516.0,5.4337,133800.0,0,1,0,0,0
-117.22,34.11,26.0,2972.0,435.0,1972.0,532.0,2.0388,80400.0,0,1,0,0,0
-117.91,34.05,35.0,3189.0,435.0,1727.0,500.0,5.0758,211100.0,1,0,0,0,0
-117.2,32.79,29.0,1213.0,435.0,654.0,246.0,4.5987,255600.0,0,0,0,0,1
-117.34,33.94,13.0,7910.0,435.0,3382.0,1176.0,5.5563,214500.0,0,1,0,0,0
-118.1,33.74,32.0,2035.0,435.0,934.0,512.0,4.2287,500001.0,0,0,0,0,1
-118.36,34.05,42.0,1372.0,435.0,674.0,271.0,2.8793,202100.0,1,0,0,0,0
-120.93,37.73,14.0,2799.0,435.0,2294.0,596.0,2.6343,81500.0,0,1,0,0,0
-124.0,40.92,29.0,1429.0,435.0,672.0,266.0,2.9485,98800.0,1,0,0,0,0
-117.98,33.68,24.0,4177.0,435.0,1704.0,606.0,6.2473,281900.0,1,0,0,0,0
-118.26,33.83,24.0,3059.0,435.0,2064.0,629.0,3.5518,184600.0,1,0,0,0,0
-122.41,38.16,37.0,1549.0,435.0,863.0,275.0,2.7457,254700.0,0,0,0,1,0
-121.95,38.03,5.0,5526.0,435.0,3207.0,1012.0,4.0767,143100.0,0,1,0,0,0
-118.28,34.06,42.0,2472.0,435.0,3795.0,1179.0,1.2254,162500.0,1,0,0,0,0
-118.17,34.06,43.0,464.0,435.0,416.0,120.0,2.475,142600.0,1,0,0,0,0
-120.67,40.5,15.0,5343.0,435.0,2503.0,902.0,3.5962,85900.0,0,1,0,0,0
-122.14,37.67,37.0,3342.0,435.0,1635.0,557.0,4.7933,186900.0,0,0,0,1,0
-119.68,36.79,16.0,1551.0,435.0,1010.0,292.0,3.5417,71300.0,0,1,0,0,0
-116.91,32.83,16.0,5203.0,435.0,2515.0,862.0,4.105,174400.0,1,0,0,0,0
-118.35,33.9,31.0,1547.0,435.0,956.0,287.0,3.4698,225000.0,1,0,0,0,0
-122.7,38.35,14.0,2313.0,435.0,954.0,397.0,3.7813,146500.0,1,0,0,0,0
-122.28,37.51,33.0,4719.0,435.0,1980.0,757.0,6.1064,405000.0,0,0,0,0,1
-117.66,33.51,18.0,2626.0,435.0,1302.0,522.0,4.0167,189600.0,1,0,0,0,0
-118.09,33.89,42.0,991.0,435.0,717.0,219.0,4.0926,164400.0,1,0,0,0,0
-118.46,34.03,52.0,523.0,435.0,317.0,130.0,2.2794,337500.0,1,0,0,0,0
-119.15,36.29,18.0,1435.0,435.0,657.0,254.0,2.4281,72500.0,0,1,0,0,0
-117.91,33.87,29.0,1121.0,435.0,762.0,276.0,2.5,143800.0,1,0,0,0,0
-118.27,34.07,27.0,1190.0,435.0,1795.0,422.0,1.7016,160000.0,1,0,0,0,0
-118.27,34.04,13.0,1784.0,435.0,2158.0,682.0,1.7038,118100.0,1,0,0,0,0
-118.27,34.17,52.0,2010.0,435.0,908.0,326.0,6.9135,374000.0,1,0,0,0,0
-117.14,33.16,16.0,1660.0,435.0,733.0,214.0,5.6874,202700.0,1,0,0,0,0
-122.72,38.88,29.0,2781.0,435.0,890.0,310.0,1.9906,96600.0,0,1,0,0,0
-121.47,38.61,31.0,1072.0,435.0,781.0,281.0,1.6563,65800.0,0,1,0,0,0
-119.18,34.19,19.0,2393.0,435.0,1938.0,762.0,1.6953,167400.0,0,0,0,0,1
-118.59,34.2,21.0,1789.0,435.0,2300.0,677.0,2.754,179800.0,1,0,0,0,0
-122.22,38.08,37.0,2811.0,435.0,1574.0,516.0,3.1053,96700.0,0,0,0,1,0
-121.97,37.34,33.0,3162.0,435.0,1553.0,686.0,3.6682,266100.0,1,0,0,0,0
-117.14,32.71,52.0,500.0,435.0,480.0,108.0,1.8696,91100.0,0,0,0,0,1
-119.75,36.71,38.0,1481.0,435.0,1543.0,372.0,1.4577,49800.0,0,1,0,0,0
-121.3,38.58,16.0,1537.0,435.0,1125.0,375.0,2.6471,90700.0,0,1,0,0,0
-117.76,34.04,34.0,1914.0,435.0,1564.0,328.0,2.8347,115800.0,0,1,0,0,0
-122.45,37.77,52.0,2602.0,435.0,1330.0,647.0,3.5435,278600.0,0,0,0,1,0
-117.15,32.72,51.0,1321.0,435.0,781.0,499.0,1.3071,250000.0,0,0,0,0,1
-122.08,37.88,26.0,2947.0,435.0,825.0,626.0,2.933,85000.0,0,0,0,1,0
-117.87,33.73,45.0,2264.0,435.0,1970.0,499.0,3.4193,177000.0,1,0,0,0,0
-117.67,34.04,13.0,1543.0,435.0,776.0,358.0,3.0598,99700.0,0,1,0,0,0
-117.66,33.58,6.0,4186.0,435.0,1794.0,541.0,9.6986,357600.0,1,0,0,0,0
-117.27,32.85,26.0,1373.0,435.0,608.0,268.0,4.425,475000.0,0,0,0,0,1
-117.02,32.66,19.0,771.0,435.0,376.0,108.0,6.6272,273600.0,0,0,0,0,1
-118.05,33.99,38.0,1619.0,435.0,886.0,357.0,3.7328,182400.0,1,0,0,0,0
-117.92,33.87,33.0,1597.0,435.0,1888.0,423.0,3.055,157800.0,1,0,0,0,0
-118.31,34.09,37.0,773.0,435.0,835.0,312.0,1.8576,193800.0,1,0,0,0,0
-118.38,34.05,49.0,702.0,435.0,458.0,187.0,4.8958,333600.0,1,0,0,0,0
-121.95,37.31,27.0,4140.0,435.0,2135.0,893.0,3.6292,264600.0,1,0,0,0,0
-120.98,37.6,36.0,1437.0,435.0,1073.0,320.0,2.1779,58400.0,0,1,0,0,0
-122.28,37.78,29.0,5154.0,435.0,3741.0,1273.0,2.5762,173400.0,0,0,0,1,0
-118.23,34.13,48.0,1308.0,435.0,835.0,294.0,4.2891,214800.0,1,0,0,0,0
-119.11,35.42,52.0,154.0,435.0,37.0,16.0,10.0263,200000.0,0,1,0,0,0
-121.89,37.44,8.0,2534.0,435.0,1527.0,364.0,7.8532,422800.0,1,0,0,0,0
-121.44,38.54,39.0,2855.0,435.0,1217.0,562.0,3.2404,93600.0,0,1,0,0,0
-118.37,34.03,37.0,1236.0,435.0,966.0,292.0,3.0694,122200.0,1,0,0,0,0
-118.1,33.91,36.0,726.0,435.0,490.0,130.0,3.6389,167600.0,1,0,0,0,0
-118.5,34.17,37.0,880.0,435.0,369.0,155.0,4.1429,303600.0,1,0,0,0,0
-117.96,33.78,33.0,1520.0,435.0,658.0,242.0,4.875,269300.0,1,0,0,0,0
-117.86,34.01,16.0,4632.0,435.0,3038.0,727.0,5.1762,264400.0,1,0,0,0,0
-122.79,38.48,7.0,6837.0,435.0,3468.0,1405.0,3.1662,191000.0,1,0,0,0,0
-118.31,33.94,40.0,1550.0,435.0,798.0,270.0,3.775,153800.0,1,0,0,0,0
-122.44,37.73,39.0,1912.0,435.0,970.0,406.0,4.7813,275500.0,0,0,0,1,0
-118.32,34.09,44.0,2666.0,435.0,2297.0,726.0,1.676,208800.0,1,0,0,0,0
-116.93,32.79,19.0,3354.0,435.0,1948.0,682.0,3.0192,142300.0,1,0,0,0,0
-119.44,36.58,37.0,1054.0,435.0,879.0,257.0,2.5234,63500.0,0,1,0,0,0
-117.3,34.05,6.0,2155.0,435.0,1039.0,391.0,1.6675,95800.0,0,1,0,0,0
-118.29,33.73,30.0,3161.0,435.0,1865.0,771.0,2.7139,231700.0,0,0,0,0,1
-118.4,34.17,24.0,6347.0,435.0,2945.0,1492.0,3.3545,221500.0,1,0,0,0,0
-119.78,36.82,25.0,5016.0,435.0,2133.0,928.0,3.625,89500.0,0,1,0,0,0
-117.73,34.1,37.0,3457.0,435.0,1344.0,530.0,5.8891,226000.0,0,1,0,0,0
-118.18,34.19,48.0,1371.0,435.0,528.0,155.0,15.0001,500001.0,1,0,0,0,0
-122.5,37.75,45.0,1620.0,435.0,941.0,328.0,4.3859,270200.0,0,0,0,0,1
-120.32,37.29,38.0,576.0,435.0,478.0,112.0,2.3382,59600.0,0,1,0,0,0
-122.65,38.25,23.0,4030.0,435.0,1852.0,778.0,3.402,193300.0,1,0,0,0,0
-117.28,34.26,18.0,3895.0,435.0,1086.0,375.0,3.3672,133600.0,0,1,0,0,0
-122.16,37.77,47.0,1256.0,435.0,570.0,218.0,4.375,161900.0,0,0,0,1,0
-119.73,34.44,38.0,1729.0,435.0,801.0,395.0,3.1364,357500.0,0,0,0,0,1
-122.48,38.5,37.0,3049.0,435.0,1287.0,439.0,4.3125,276500.0,0,1,0,0,0
-118.88,34.17,15.0,4260.0,435.0,1701.0,669.0,5.1033,410700.0,1,0,0,0,0
-122.15,37.43,20.0,11709.0,435.0,7604.0,3589.0,1.9045,375000.0,0,0,0,1,0
-117.01,32.74,31.0,3473.0,435.0,2098.0,677.0,2.6973,135200.0,1,0,0,0,0
-118.21,34.07,52.0,1770.0,435.0,1848.0,439.0,2.4135,167200.0,1,0,0,0,0
-118.36,34.05,45.0,2283.0,435.0,1093.0,475.0,2.5658,252000.0,1,0,0,0,0
-118.53,34.26,18.0,3674.0,435.0,1590.0,550.0,8.176,308400.0,1,0,0,0,0
-118.19,33.98,36.0,4179.0,435.0,4582.0,1196.0,2.0087,172100.0,1,0,0,0,0
-122.4,37.58,26.0,3281.0,435.0,1145.0,480.0,6.358,500001.0,0,0,0,0,1
-122.38,37.73,40.0,543.0,435.0,259.0,89.0,2.2167,193800.0,0,0,0,1,0
-121.08,39.22,30.0,2188.0,435.0,1033.0,437.0,2.1419,105200.0,0,1,0,0,0
-117.28,34.09,44.0,376.0,435.0,273.0,107.0,2.2917,90800.0,0,1,0,0,0
-118.29,34.05,34.0,1102.0,435.0,1325.0,439.0,1.5972,168800.0,1,0,0,0,0
-121.33,38.02,31.0,1466.0,435.0,608.0,254.0,3.1827,162100.0,0,1,0,0,0
-118.05,34.04,33.0,1348.0,435.0,1098.0,257.0,4.2917,161200.0,1,0,0,0,0
-118.16,34.01,40.0,1552.0,435.0,1919.0,427.0,2.2596,137500.0,1,0,0,0,0
-121.9,36.58,31.0,1431.0,435.0,704.0,393.0,3.1977,289300.0,0,0,0,0,1
-117.65,33.6,15.0,5736.0,435.0,2529.0,762.0,6.4114,278700.0,1,0,0,0,0
-117.92,33.7,15.0,3201.0,435.0,1510.0,622.0,4.2708,161700.0,1,0,0,0,0
-117.87,33.83,27.0,2287.0,435.0,1140.0,351.0,5.6163,231000.0,1,0,0,0,0
-120.61,37.36,16.0,638.0,435.0,380.0,132.0,1.9135,87500.0,0,1,0,0,0
-118.25,33.95,28.0,2136.0,435.0,1799.0,476.0,1.5427,95700.0,1,0,0,0,0
-116.66,32.79,13.0,843.0,435.0,918.0,152.0,6.2152,240600.0,1,0,0,0,0
-118.07,34.1,32.0,4275.0,435.0,2812.0,1012.0,3.3512,214100.0,1,0,0,0,0
-118.55,34.28,16.0,8879.0,435.0,3468.0,1200.0,8.1125,428600.0,1,0,0,0,0
-121.85,36.61,38.0,238.0,435.0,191.0,67.0,1.3897,125000.0,1,0,0,0,0
-122.42,40.44,16.0,994.0,435.0,495.0,181.0,2.1875,76400.0,0,1,0,0,0
-119.75,34.45,6.0,2864.0,435.0,1404.0,603.0,5.5073,263800.0,0,0,0,0,1
-118.8,34.41,45.0,1610.0,435.0,1148.0,347.0,2.7,120400.0,1,0,0,0,0
-119.3,36.57,32.0,728.0,435.0,461.0,149.0,3.0156,109100.0,0,1,0,0,0
-118.55,34.19,18.0,5862.0,435.0,3161.0,1280.0,3.1106,170600.0,1,0,0,0,0
-121.88,37.4,9.0,6751.0,435.0,4240.0,1438.0,5.34,257400.0,1,0,0,0,0
-121.9,37.28,26.0,3756.0,435.0,1408.0,535.0,5.6427,320000.0,1,0,0,0,0
-117.17,32.75,52.0,1052.0,435.0,381.0,201.0,3.0726,289600.0,0,0,0,0,1
-117.2,33.24,12.0,4992.0,435.0,2106.0,801.0,6.2079,307300.0,1,0,0,0,0
-117.64,33.45,26.0,1528.0,435.0,607.0,218.0,6.2871,325500.0,0,0,0,0,1
-122.1,40.03,25.0,2516.0,435.0,1266.0,494.0,1.7566,58400.0,0,1,0,0,0
-114.59,34.83,41.0,812.0,435.0,375.0,158.0,1.7083,48500.0,0,1,0,0,0
-122.23,38.17,45.0,350.0,435.0,225.0,72.0,1.8942,216700.0,0,0,0,1,0
-117.31,34.25,29.0,4610.0,435.0,1569.0,592.0,2.7663,97900.0,0,1,0,0,0
-121.77,39.66,20.0,3759.0,435.0,1705.0,600.0,4.712,158600.0,0,1,0,0,0
-119.72,36.76,23.0,6403.0,435.0,3573.0,1260.0,2.3006,69000.0,0,1,0,0,0
-122.01,37.94,23.0,3741.0,435.0,1339.0,499.0,6.7061,322300.0,0,0,0,1,0
-121.75,37.11,18.0,3167.0,435.0,1414.0,482.0,6.8773,467700.0,1,0,0,0,0
-117.02,32.78,31.0,2567.0,435.0,1198.0,499.0,3.4659,163000.0,1,0,0,0,0
-121.97,37.35,30.0,1955.0,435.0,999.0,386.0,4.6328,287100.0,1,0,0,0,0
-119.69,36.83,32.0,1098.0,435.0,726.0,224.0,1.4913,54600.0,0,1,0,0,0
-118.25,33.94,43.0,793.0,435.0,736.0,231.0,0.8527,90400.0,1,0,0,0,0
-117.97,34.06,31.0,2516.0,435.0,2194.0,497.0,3.2413,155500.0,1,0,0,0,0
-118.3,34.07,18.0,3759.0,435.0,3296.0,1462.0,2.2708,175000.0,1,0,0,0,0
-122.0,37.36,17.0,2070.0,435.0,797.0,275.0,8.6155,411200.0,1,0,0,0,0
-118.35,34.01,35.0,3776.0,435.0,1583.0,749.0,3.5486,332100.0,1,0,0,0,0
-118.2,33.92,45.0,1283.0,435.0,1025.0,248.0,3.2798,141200.0,1,0,0,0,0
-122.24,37.75,45.0,891.0,435.0,384.0,146.0,4.9489,247100.0,0,0,0,1,0
-117.99,34.14,30.0,2346.0,435.0,1988.0,474.0,2.5625,153000.0,0,1,0,0,0
-118.22,34.05,34.0,1113.0,435.0,928.0,290.0,3.1654,155000.0,1,0,0,0,0
-121.19,38.71,11.0,4415.0,435.0,1520.0,627.0,3.2321,390800.0,0,1,0,0,0
-119.32,36.25,21.0,1231.0,435.0,609.0,206.0,2.8365,90000.0,0,1,0,0,0
-118.56,34.2,35.0,2273.0,435.0,1431.0,403.0,4.0789,196700.0,1,0,0,0,0
-116.21,33.75,22.0,894.0,435.0,830.0,202.0,3.0673,68200.0,0,1,0,0,0
-118.49,34.13,24.0,4394.0,435.0,1443.0,528.0,11.2979,500001.0,1,0,0,0,0
-118.23,33.94,36.0,1110.0,435.0,1417.0,302.0,2.3333,92100.0,1,0,0,0,0
-122.48,37.7,33.0,4492.0,435.0,3477.0,1537.0,3.0546,297900.0,0,0,0,0,1
-117.87,33.62,8.0,1266.0,435.0,375.0,183.0,9.802,500001.0,1,0,0,0,0
-122.53,38.32,22.0,3577.0,435.0,1371.0,501.0,5.795,332300.0,1,0,0,0,0
-122.22,38.15,7.0,5129.0,435.0,2824.0,738.0,5.5138,171100.0,0,0,0,1,0
-118.45,34.3,27.0,2676.0,435.0,2661.0,623.0,4.3047,152100.0,1,0,0,0,0
-122.46,37.72,39.0,2254.0,435.0,1388.0,404.0,2.9688,232000.0,0,0,0,0,1
-120.98,37.66,10.0,934.0,435.0,401.0,255.0,0.9336,127100.0,0,1,0,0,0
-120.67,37.37,18.0,164.0,30.0,104.0,32.0,1.6607,87500.0,0,1,0,0,0
-118.01,33.89,34.0,1653.0,292.0,1003.0,310.0,4.6,203400.0,1,0,0,0,0
-121.97,36.97,15.0,2849.0,668.0,1546.0,582.0,2.7587,228600.0,0,0,0,0,1
-118.25,33.98,47.0,617.0,162.0,754.0,144.0,2.2969,116700.0,1,0,0,0,0
-121.81,37.38,29.0,570.0,76.0,244.0,72.0,12.3292,416700.0,1,0,0,0,0
-118.36,33.89,34.0,760.0,174.0,723.0,198.0,5.3169,227600.0,1,0,0,0,0
-117.28,33.1,13.0,2644.0,422.0,1197.0,399.0,6.5338,267900.0,0,0,0,0,1
-122.25,38.1,52.0,1591.0,372.0,817.0,357.0,2.1411,97200.0,0,0,0,1,0
-118.15,34.15,49.0,806.0,199.0,698.0,172.0,2.3654,137500.0,1,0,0,0,0
-118.27,34.08,35.0,1147.0,365.0,1016.0,296.0,2.3913,198800.0,1,0,0,0,0
-119.31,36.39,32.0,2293.0,466.0,1538.0,468.0,1.9342,68600.0,0,1,0,0,0
-122.07,37.39,30.0,1695.0,480.0,932.0,447.0,3.5045,352500.0,0,0,0,1,0
-118.27,34.0,46.0,1748.0,428.0,1707.0,409.0,2.148,103800.0,1,0,0,0,0
-119.99,38.88,17.0,2807.0,529.0,675.0,251.0,2.7457,107800.0,0,1,0,0,0
-121.2,38.7,28.0,2970.0,471.0,1379.0,463.0,4.3214,131700.0,0,1,0,0,0
-122.42,37.74,52.0,2019.0,418.0,999.0,448.0,4.2212,271300.0,0,0,0,1,0
-117.29,34.14,52.0,1683.0,266.0,646.0,256.0,4.0481,97300.0,0,1,0,0,0
-123.8,39.44,52.0,1533.0,336.0,754.0,340.0,1.9213,95000.0,1,0,0,0,0
-122.7,38.35,14.0,1555.0,369.0,493.0,335.0,1.6033,67500.0,1,0,0,0,0
-118.3,34.19,52.0,1704.0,277.0,746.0,262.0,4.7986,326100.0,1,0,0,0,0
-116.09,34.15,13.0,9444.0,1997.0,4166.0,1482.0,2.6111,65600.0,0,1,0,0,0
-117.7,33.62,19.0,2957.0,492.0,1639.0,495.0,5.0686,225600.0,1,0,0,0,0
-117.23,32.74,44.0,1404.0,229.0,513.0,217.0,4.1806,263800.0,0,0,0,0,1
-118.45,34.0,46.0,1777.0,362.0,896.0,334.0,4.45,348300.0,1,0,0,0,0
-118.42,34.0,33.0,1139.0,299.0,734.0,257.0,3.2708,325000.0,1,0,0,0,0
-118.31,34.02,46.0,2217.0,489.0,1227.0,448.0,1.6851,108800.0,1,0,0,0,0
-122.43,37.77,52.0,1760.0,366.0,742.0,318.0,4.445,400000.0,0,0,0,1,0
-121.08,38.9,27.0,3436.0,755.0,1568.0,709.0,2.4273,138400.0,0,1,0,0,0
-119.63,36.32,36.0,1518.0,287.0,749.0,255.0,2.2333,61000.0,0,1,0,0,0
-122.35,37.53,27.0,2169.0,305.0,905.0,319.0,7.7743,453100.0,0,0,0,0,1
-118.4,33.88,36.0,1543.0,214.0,474.0,187.0,9.3399,500001.0,1,0,0,0,0
-118.29,33.92,40.0,1935.0,461.0,1616.0,433.0,2.875,120200.0,1,0,0,0,0
-118.36,33.89,40.0,756.0,122.0,371.0,130.0,5.0299,329200.0,1,0,0,0,0
-118.15,33.79,5.0,3700.0,993.0,1657.0,848.0,3.7826,196300.0,0,0,0,0,1
-117.38,33.97,30.0,2953.0,703.0,1406.0,580.0,2.6895,150000.0,0,1,0,0,0
-118.03,34.07,37.0,1091.0,269.0,905.0,242.0,3.1042,152000.0,1,0,0,0,0
-122.28,37.86,52.0,2031.0,450.0,958.0,445.0,1.9327,169900.0,0,0,0,1,0
-117.93,33.87,10.0,1277.0,488.0,730.0,417.0,1.4803,137500.0,1,0,0,0,0
-118.12,33.94,33.0,2206.0,393.0,973.0,364.0,4.675,283000.0,1,0,0,0,0
-117.18,32.7,42.0,1691.0,286.0,761.0,281.0,5.1386,404500.0,0,0,0,0,1
-117.01,32.81,21.0,4203.0,618.0,1620.0,600.0,5.3441,193500.0,1,0,0,0,0
-117.15,32.78,25.0,1577.0,266.0,611.0,284.0,5.25,205100.0,0,0,0,0,1
-121.27,38.69,16.0,3389.0,597.0,1674.0,568.0,4.4489,145600.0,0,1,0,0,0
-121.7,38.65,22.0,1360.0,282.0,808.0,229.0,2.4167,225000.0,0,1,0,0,0
-122.82,38.4,40.0,2406.0,423.0,1054.0,426.0,3.8846,215900.0,1,0,0,0,0
-118.17,34.08,39.0,787.0,181.0,731.0,179.0,3.2279,158500.0,1,0,0,0,0
-121.79,38.0,34.0,3090.0,593.0,1588.0,566.0,3.6118,124700.0,0,1,0,0,0
-116.15,33.64,10.0,1711.0,499.0,1896.0,443.0,1.6557,65400.0,0,1,0,0,0
-118.91,34.28,6.0,6106.0,1134.0,3246.0,1062.0,5.2206,280200.0,1,0,0,0,0
-118.14,34.03,45.0,1569.0,359.0,1203.0,359.0,2.4612,180500.0,1,0,0,0,0
-117.4,34.08,21.0,3622.0,667.0,2503.0,720.0,3.8531,105400.0,0,1,0,0,0
-118.25,33.93,36.0,2452.0,734.0,2664.0,667.0,0.9298,100000.0,1,0,0,0,0
-117.03,32.79,17.0,7352.0,1699.0,3331.0,1634.0,2.7006,166300.0,1,0,0,0,0
-120.43,34.89,30.0,1979.0,342.0,999.0,320.0,5.0286,158000.0,1,0,0,0,0
-122.02,37.36,21.0,2471.0,677.0,1486.0,689.0,3.9038,243800.0,1,0,0,0,0
-122.28,37.9,52.0,2318.0,328.0,779.0,312.0,7.1754,362900.0,0,0,0,1,0
-118.27,33.82,28.0,1642.0,434.0,1575.0,420.0,4.1292,201900.0,1,0,0,0,0
-120.12,41.4,33.0,2820.0,515.0,976.0,403.0,2.6062,52600.0,0,1,0,0,0
-118.39,34.05,42.0,3105.0,559.0,1253.0,531.0,5.222,500001.0,1,0,0,0,0
-118.25,33.97,37.0,794.0,210.0,814.0,213.0,2.2917,112000.0,1,0,0,0,0
-120.95,36.47,52.0,1691.0,301.0,618.0,239.0,3.2292,225000.0,1,0,0,0,0
-117.25,32.99,10.0,4926.0,749.0,1478.0,634.0,7.472,439900.0,0,0,0,0,1
-117.31,34.05,6.0,7423.0,2111.0,4092.0,1789.0,2.7002,88300.0,0,1,0,0,0
-122.22,37.44,32.0,4281.0,501.0,1318.0,484.0,15.0001,500001.0,0,0,0,0,1
-122.29,37.9,49.0,1283.0,238.0,576.0,236.0,3.3333,276800.0,0,0,0,1,0
-118.1,34.06,36.0,1463.0,369.0,1492.0,366.0,3.25,179200.0,1,0,0,0,0
