longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_lt1H_OCEAN,ocean_INLAND,ocean_ISLAND,ocean_NEAR_BAY,ocean_NEAR_OCEAN,prediction
-117.97,33.8,35.0,2985.0,474.0,1614.0,453.0,5.4631,225600.0,1,0,0,0,0,216697.3311816391
-121.27,38.66,19.0,1891.0,266.0,678.0,255.0,6.1872,188700.0,0,1,0,0,0,212622.23105058205
-118.3,33.82,25.0,2659.0,765.0,2629.0,726.0,2.6368,175900.0,1,0,0,0,0,204624.33009947513
-122.03,37.54,6.0,2918.0,672.0,1911.0,639.0,4.1406,178200.0,0,0,0,1,0,195587.03673752586
-118.23,34.05,52.0,346.0,270.0,346.0,251.0,2.5313,225000.0,1,0,0,0,0,226965.47461937732
-119.76,36.75,41.0,1576.0,417.0,1567.0,366.0,1.2545,45500.0,0,1,0,0,0,49584.904437147925
-118.27,34.68,19.0,552.0,129.0,314.0,106.0,3.2125,185400.0,0,1,0,0,0,155890.36912662175
-117.08,34.02,20.0,3111.0,563.0,1453.0,538.0,3.3365,122800.0,0,1,0,0,0,121593.15904009131
-117.01,34.01,15.0,5592.0,891.0,2419.0,840.0,4.7193,135200.0,0,1,0,0,0,156702.3472243488
-118.31,33.79,38.0,1601.0,352.0,711.0,304.0,3.3958,250000.0,1,0,0,0,0,269133.1516029488
-122.61,38.93,14.0,231.0,36.0,108.0,31.0,4.3897,71300.0,0,1,0,0,0,77913.85891793371
-119.54,36.52,16.0,2703.0,415.0,1106.0,372.0,4.2045,120900.0,0,1,0,0,0,145308.35822089826
-118.34,34.18,45.0,3046.0,633.0,1448.0,599.0,3.24,226900.0,1,0,0,0,0,238424.83639499848
-122.54,38.0,28.0,3416.0,826.0,1694.0,800.0,3.18,277000.0,0,0,0,1,0,263978.33757014095
-117.76,34.1,28.0,4086.0,871.0,1973.0,853.0,2.621,202200.0,0,1,0,0,0,168461.26454623515
-118.27,33.94,37.0,973.0,221.0,842.0,178.0,1.6645,94900.0,1,0,0,0,0,91450.04319808983
-117.32,33.25,7.0,8206.0,1523.0,4399.0,1423.0,3.6301,170900.0,1,0,0,0,0,174162.21422167405
-121.9,37.24,24.0,7521.0,1364.0,3970.0,1318.0,4.4004,255800.0,1,0,0,0,0,249709.61403413664
-121.97,38.03,17.0,3685.0,685.0,1939.0,649.0,3.7043,139800.0,0,1,0,0,0,134822.4551815552
-122.44,37.78,52.0,2695.0,657.0,1243.0,573.0,2.8569,372200.0,0,0,0,1,0,387948.0260596189
-117.14,32.7,47.0,552.0,161.0,593.0,174.0,0.9589,90000.0,0,0,0,0,1,96167.49905760778
-118.04,33.93,36.0,1045.0,239.0,1165.0,230.0,3.1979,161800.0,1,0,0,0,0,135991.8852271652
-116.97,33.74,20.0,3674.0,792.0,1498.0,758.0,2.2161,76900.0,0,1,0,0,0,100679.2098396627
-118.19,33.89,31.0,886.0,224.0,1154.0,247.0,2.1071,99500.0,1,0,0,0,0,103599.7479649465
-122.64,37.96,29.0,377.0,58.0,151.0,67.0,9.5551,500001.0,0,0,0,0,1,486154.56271465524
-117.29,34.49,3.0,7689.0,1545.0,3804.0,1399.0,3.3871,111800.0,0,1,0,0,0,119258.50870746012
-120.62,36.99,32.0,2455.0,508.0,1344.0,492.0,1.9732,69400.0,0,1,0,0,0,70170.54344570017
-122.23,37.48,33.0,3108.0,805.0,1895.0,717.0,3.3015,267700.0,0,0,0,0,1,267214.2592111596
-117.7,34.0,15.0,4905.0,711.0,2711.0,762.0,5.7021,193100.0,0,1,0,0,0,189675.35956670818
-118.11,33.79,36.0,1993.0,354.0,884.0,337.0,5.587,244900.0,1,0,0,0,0,246670.15146453306
-117.83,33.77,26.0,4931.0,853.0,2249.0,818.0,4.275,285400.0,1,0,0,0,0,253228.93991941385
-121.51,38.26,52.0,910.0,212.0,429.0,212.0,1.6458,52800.0,0,1,0,0,0,86063.12222691806
-118.26,34.08,46.0,945.0,250.0,910.0,252.0,3.5039,187500.0,1,0,0,0,0,184272.7588009323
-117.87,33.88,24.0,2655.0,702.0,1519.0,708.0,3.3036,183900.0,1,0,0,0,0,192089.1209142771
-118.59,34.23,14.0,4407.0,1209.0,2676.0,1128.0,3.4091,168800.0,1,0,0,0,0,201470.04701377446
-118.3,34.02,42.0,2386.0,670.0,2327.0,661.0,1.6699,108000.0,1,0,0,0,0,117871.10644804512
-117.23,32.73,35.0,2914.0,683.0,1562.0,638.0,2.5259,240200.0,0,0,0,0,1,215422.93084511528
-118.16,33.84,36.0,2444.0,432.0,1199.0,424.0,4.1538,218800.0,1,0,0,0,0,225355.8061872384
-117.98,34.03,21.0,797.0,162.0,484.0,166.0,2.625,191100.0,1,0,0,0,0,188333.15640637444
-121.98,37.36,35.0,1293.0,223.0,701.0,216.0,7.8543,281900.0,1,0,0,0,0,334840.8102716385
-119.84,36.84,12.0,2396.0,290.0,863.0,258.0,8.7716,229200.0,0,1,0,0,0,231391.7241982998
-122.19,39.92,20.0,2563.0,658.0,1363.0,611.0,1.023,54200.0,0,1,0,0,0,58321.70428612927
-119.02,35.38,52.0,90.0,35.0,36.0,31.0,0.8054,60000.0,0,1,0,0,0,65585.31622336106
-121.99,37.25,22.0,4240.0,532.0,1480.0,514.0,11.2463,500001.0,1,0,0,0,0,510281.1541140015
-119.18,34.22,15.0,4615.0,1008.0,2549.0,973.0,3.9063,198700.0,0,0,0,0,1,202215.21231803604
-122.4,37.73,50.0,1947.0,411.0,1170.0,384.0,3.4769,238700.0,0,0,0,1,0,232450.67842477156
-117.14,32.79,35.0,3578.0,582.0,1568.0,553.0,4.7813,188600.0,0,0,0,0,1,209089.2362722679
-121.84,36.59,34.0,3852.0,733.0,1661.0,696.0,4.3269,221300.0,1,0,0,0,0,245184.4815038318
-119.77,36.74,50.0,1325.0,280.0,811.0,281.0,1.8667,62800.0,0,1,0,0,0,50270.57559229914
-118.43,33.9,27.0,1536.0,377.0,553.0,326.0,5.4088,500001.0,1,0,0,0,0,501238.2418072958
-116.94,32.89,24.0,2541.0,381.0,1078.0,372.0,5.2542,227800.0,1,0,0,0,0,209085.05274027315
-120.97,37.69,16.0,2793.0,476.0,1279.0,477.0,3.4667,160900.0,0,1,0,0,0,163622.68017198137
-117.21,34.11,26.0,1757.0,304.0,905.0,281.0,3.4103,90900.0,0,1,0,0,0,111095.65567427524
-122.39,37.78,5.0,1405.0,515.0,725.0,392.0,3.6037,187500.0,0,0,0,1,0,186933.55151142384
-118.42,33.9,37.0,1576.0,345.0,662.0,340.0,5.308,500001.0,1,0,0,0,0,474683.46214605507
-122.47,38.34,15.0,2411.0,446.0,1144.0,407.0,4.3472,261000.0,1,0,0,0,0,226427.21909988113
-119.03,35.38,38.0,2122.0,394.0,843.0,410.0,3.0,91800.0,0,1,0,0,0,88789.47767625503
-121.38,38.67,37.0,2176.0,460.0,1067.0,357.0,2.3958,78400.0,0,1,0,0,0,71790.3474581521
-122.43,37.63,15.0,2748.0,997.0,1447.0,901.0,3.5214,144200.0,0,0,0,0,1,149938.22772933554
-122.43,37.78,26.0,3587.0,1034.0,1821.0,936.0,2.6392,287500.0,0,0,0,1,0,295011.4475216707
-118.27,33.77,39.0,1731.0,485.0,2115.0,478.0,1.5369,141300.0,0,0,0,0,1,138656.39878260373
-118.37,34.19,41.0,2924.0,867.0,2751.0,836.0,2.1,171600.0,1,0,0,0,0,178617.14604341864
-117.32,34.14,32.0,1691.0,353.0,1457.0,329.0,1.8438,66600.0,0,1,0,0,0,65073.894974047405
-121.35,38.03,8.0,1904.0,255.0,895.0,242.0,5.7201,155700.0,0,1,0,0,0,163253.9509842437
-122.11,37.37,49.0,1068.0,190.0,410.0,171.0,7.2045,500001.0,0,0,0,1,0,475836.6836447497
-121.85,36.59,42.0,891.0,203.0,525.0,212.0,3.3156,186300.0,1,0,0,0,0,195820.41154979946
-122.11,37.42,32.0,3058.0,595.0,1267.0,540.0,6.4949,417800.0,0,0,0,1,0,440085.2263811864
-121.84,37.24,24.0,7991.0,1286.0,4017.0,1213.0,5.4741,238800.0,1,0,0,0,0,246611.15655378049
-119.27,34.28,50.0,1710.0,412.0,915.0,380.0,3.1757,206300.0,0,0,0,0,1,206876.3756516427
-117.22,34.48,7.0,2449.0,447.0,1217.0,408.0,3.6646,109900.0,0,1,0,0,0,120815.7423531741
-121.9,37.33,11.0,1283.0,390.0,718.0,345.0,4.226,166700.0,1,0,0,0,0,193804.03849769782
-121.81,37.26,16.0,1911.0,327.0,1158.0,332.0,5.9359,249500.0,1,0,0,0,0,238917.76928475092
-117.31,33.16,4.0,5846.0,894.0,2282.0,801.0,5.5956,247800.0,0,0,0,0,1,266389.3637131293
-118.3,33.95,35.0,1182.0,305.0,977.0,283.0,1.5898,94000.0,1,0,0,0,0,99510.89813568765
-121.14,39.86,16.0,2534.0,557.0,638.0,244.0,2.2101,88800.0,0,1,0,0,0,92164.39608342902
-122.13,37.46,31.0,2247.0,573.0,1711.0,511.0,3.2642,185600.0,0,0,0,1,0,207197.7642583632
-122.25,38.1,52.0,2315.0,556.0,1113.0,486.0,2.5042,147900.0,0,0,0,1,0,131465.763659745
-118.35,33.99,45.0,1764.0,401.0,679.0,334.0,3.2021,222100.0,1,0,0,0,0,224562.03130216638
-120.03,38.19,26.0,7005.0,1358.0,416.0,189.0,2.125,132500.0,0,1,0,0,0,128724.44646966044
-117.06,32.77,32.0,3888.0,827.0,3868.0,841.0,3.0755,166800.0,0,0,0,0,1,150808.75178934683
-117.77,33.55,28.0,2024.0,297.0,617.0,274.0,6.7861,499100.0,1,0,0,0,0,496959.26773887296
-122.48,38.51,49.0,1977.0,393.0,741.0,339.0,3.1312,247600.0,0,1,0,0,0,240992.60640685644
-118.21,34.13,52.0,2465.0,611.0,1433.0,570.0,3.25,214200.0,1,0,0,0,0,204965.17549971316
-122.42,37.78,26.0,812.0,507.0,628.0,445.0,2.3304,500001.0,0,0,0,1,0,490556.80369900644
-118.15,33.85,36.0,1491.0,259.0,699.0,266.0,4.0781,217300.0,1,0,0,0,0,220772.59812653382
-119.85,36.82,16.0,1852.0,274.0,887.0,286.0,5.5405,119300.0,0,1,0,0,0,128359.38598416919
-117.47,34.12,6.0,10565.0,1767.0,5690.0,1555.0,4.1797,141000.0,0,1,0,0,0,148612.8183281218
-119.69,35.62,18.0,820.0,239.0,1345.0,207.0,2.1186,47500.0,0,1,0,0,0,38054.11705089323
-119.25,36.23,24.0,2015.0,355.0,1031.0,351.0,3.4306,139200.0,0,1,0,0,0,99998.21789093537
-118.4,34.01,48.0,1427.0,253.0,693.0,268.0,5.7405,351600.0,1,0,0,0,0,357905.70546673366
-121.92,36.62,47.0,1811.0,401.0,948.0,375.0,3.0379,249300.0,0,0,0,0,1,239221.981914643
-118.31,34.19,27.0,4713.0,1169.0,2372.0,1077.0,3.7015,287900.0,1,0,0,0,0,278202.83711458533
-118.36,33.9,18.0,3380.0,922.0,2276.0,854.0,4.0727,214000.0,1,0,0,0,0,234785.32251932358
-118.25,33.98,37.0,1045.0,361.0,1666.0,337.0,1.7929,97200.0,1,0,0,0,0,106775.71835491939
-119.43,36.59,15.0,1371.0,306.0,1266.0,309.0,1.767,63300.0,0,1,0,0,0,66249.14896432459
-118.11,34.18,52.0,3571.0,510.0,1434.0,490.0,5.9009,376000.0,0,1,0,0,0,364845.0147205644
-122.35,37.95,45.0,2142.0,431.0,1318.0,431.0,3.0737,111600.0,0,0,0,1,0,135464.2794724601
-119.84,36.77,6.0,1853.0,473.0,1397.0,417.0,1.4817,72000.0,0,1,0,0,0,58806.8869576494
-117.1,32.71,9.0,1931.0,472.0,1628.0,445.0,2.085,92600.0,0,0,0,0,1,91227.59763737716
-117.22,32.84,19.0,2691.0,347.0,1154.0,366.0,8.051,363600.0,0,0,0,0,1,367257.6241896129
-122.08,37.08,35.0,1541.0,297.0,791.0,277.0,4.425,204800.0,0,0,0,0,1,215370.07422096664
-118.16,33.97,31.0,1363.0,428.0,1897.0,364.0,2.3929,191100.0,1,0,0,0,0,170856.72944742412
-122.14,37.73,38.0,1723.0,394.0,711.0,353.0,3.0673,218400.0,0,0,0,1,0,195168.75270929426
-118.25,33.89,35.0,1582.0,391.0,1957.0,404.0,2.4537,91500.0,1,0,0,0,0,101401.52457475777
-117.82,33.65,18.0,2105.0,302.0,830.0,286.0,6.3822,362500.0,1,0,0,0,0,333091.64345278835
-117.17,32.73,52.0,55.0,18.0,65.0,22.0,1.6591,112500.0,0,0,0,0,1,112315.71916526438
-120.43,37.35,15.0,1613.0,203.0,673.0,213.0,5.9378,212200.0,0,1,0,0,0,177162.66807849647
-116.99,32.8,34.0,3657.0,538.0,1513.0,562.0,5.2907,195800.0,1,0,0,0,0,188710.5443565485
-123.84,39.46,47.0,1150.0,244.0,552.0,201.0,2.5192,110400.0,1,0,0,0,0,111871.53037380849
-117.61,34.14,14.0,15809.0,2485.0,7363.0,2410.0,5.5198,245600.0,0,1,0,0,0,234945.063955574
-122.41,40.58,35.0,2072.0,385.0,1029.0,375.0,2.8512,75600.0,0,1,0,0,0,89580.35530284017
-118.06,33.72,22.0,4311.0,531.0,1426.0,533.0,9.8177,500001.0,0,0,0,0,1,502780.19523519673
-122.4,37.74,45.0,2462.0,509.0,1587.0,450.0,2.59,211800.0,0,0,0,1,0,227062.96261723907
-121.6,39.77,23.0,2263.0,497.0,1138.0,455.0,2.3403,87300.0,0,1,0,0,0,76206.54532079751
-122.09,37.89,35.0,880.0,139.0,352.0,132.0,6.8686,406500.0,0,0,0,1,0,380460.33666208375
-116.91,32.8,32.0,1943.0,287.0,1081.0,292.0,5.6846,208800.0,1,0,0,0,0,206546.4747559559
-121.97,37.76,8.0,3743.0,581.0,1633.0,567.0,6.7027,381900.0,1,0,0,0,0,351253.35743335437
-116.38,33.71,17.0,12509.0,2460.0,2737.0,1423.0,4.5556,258100.0,0,1,0,0,0,243489.92717780234
-117.97,33.88,11.0,1454.0,247.0,635.0,236.0,6.2427,218500.0,1,0,0,0,0,249594.47076833254
-118.34,34.15,16.0,1586.0,377.0,625.0,344.0,4.0893,450000.0,1,0,0,0,0,389673.59692130284
-117.22,33.18,13.0,4273.0,886.0,2328.0,801.0,3.3444,183900.0,1,0,0,0,0,181016.31823878828
-117.9,33.65,28.0,2043.0,430.0,1108.0,452.0,5.2549,261800.0,1,0,0,0,0,266543.85233421193
-117.03,32.79,31.0,2366.0,383.0,1077.0,387.0,4.2992,174400.0,1,0,0,0,0,157846.5362870526
