longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_lt1H_OCEAN,ocean_INLAND,ocean_ISLAND,ocean_NEAR_BAY,ocean_NEAR_OCEAN,prediction
-118.28,34.25,29.0,2559.0,435.0,1886.0,769.0,2.6036,162100.0,1,0,0,0,0,195514.44479537877
-116.95,32.84,31.0,1307.0,435.0,752.0,231.0,3.4286,129400.0,1,0,0,0,0,156737.8908701732
-120.4,37.3,28.0,1401.0,435.0,967.0,257.0,1.5917,89400.0,0,1,0,0,0,84987.08493897718
-118.18,34.04,42.0,1670.0,435.0,1997.0,452.0,2.788,150500.0,1,0,0,0,0,138176.54542970058
-119.33,36.3,11.0,3045.0,435.0,1563.0,516.0,5.4337,133800.0,0,1,0,0,0,154591.5789413536
-117.22,34.11,26.0,2972.0,435.0,1972.0,532.0,2.0388,80400.0,0,1,0,0,0,84492.62109907989
-117.91,34.05,35.0,3189.0,435.0,1727.0,500.0,5.0758,211100.0,1,0,0,0,0,190219.67433834876
-117.2,32.79,29.0,1213.0,435.0,654.0,246.0,4.5987,255600.0,0,0,0,0,1,258489.12265039032
-117.34,33.94,13.0,7910.0,435.0,3382.0,1176.0,5.5563,214500.0,0,1,0,0,0,184254.4668087083
-118.1,33.74,32.0,2035.0,435.0,934.0,512.0,4.2287,500001.0,0,0,0,0,1,356459.68447627174
-118.36,34.05,42.0,1372.0,435.0,674.0,271.0,2.8793,202100.0,1,0,0,0,0,322194.2067327694
-120.93,37.73,14.0,2799.0,435.0,2294.0,596.0,2.6343,81500.0,0,1,0,0,0,122674.14455205896
-124.0,40.92,29.0,1429.0,435.0,672.0,266.0,2.9485,98800.0,1,0,0,0,0,124659.55061997226
-117.98,33.68,24.0,4177.0,435.0,1704.0,606.0,6.2473,281900.0,1,0,0,0,0,269822.9688573836
-118.26,33.83,24.0,3059.0,435.0,2064.0,629.0,3.5518,184600.0,1,0,0,0,0,195258.73919579433
-122.41,38.16,37.0,1549.0,435.0,863.0,275.0,2.7457,254700.0,0,0,0,1,0,201798.10023894117
-121.95,38.03,5.0,5526.0,435.0,3207.0,1012.0,4.0767,143100.0,0,1,0,0,0,161864.01170140287
-118.28,34.06,42.0,2472.0,435.0,3795.0,1179.0,1.2254,162500.0,1,0,0,0,0,166664.45274049375
-118.17,34.06,43.0,464.0,435.0,416.0,120.0,2.475,142600.0,1,0,0,0,0,238457.05085658643
-120.67,40.5,15.0,5343.0,435.0,2503.0,902.0,3.5962,85900.0,0,1,0,0,0,112534.71756388275
-122.14,37.67,37.0,3342.0,435.0,1635.0,557.0,4.7933,186900.0,0,0,0,1,0,193490.16358666247
-119.68,36.79,16.0,1551.0,435.0,1010.0,292.0,3.5417,71300.0,0,1,0,0,0,69094.89816753857
-116.91,32.83,16.0,5203.0,435.0,2515.0,862.0,4.105,174400.0,1,0,0,0,0,166237.004964808
-118.35,33.9,31.0,1547.0,435.0,956.0,287.0,3.4698,225000.0,1,0,0,0,0,227252.3666310994
-122.7,38.35,14.0,2313.0,435.0,954.0,397.0,3.7813,146500.0,1,0,0,0,0,194860.12556689326
-122.28,37.51,33.0,4719.0,435.0,1980.0,757.0,6.1064,405000.0,0,0,0,0,1,425112.05525396444
-117.66,33.51,18.0,2626.0,435.0,1302.0,522.0,4.0167,189600.0,1,0,0,0,0,264140.2681895245
-118.09,33.89,42.0,991.0,435.0,717.0,219.0,4.0926,164400.0,1,0,0,0,0,203415.08904636014
-118.46,34.03,52.0,523.0,435.0,317.0,130.0,2.2794,337500.0,1,0,0,0,0,394192.28148969926
-119.15,36.29,18.0,1435.0,435.0,657.0,254.0,2.4281,72500.0,0,1,0,0,0,80265.01196799701
-117.91,33.87,29.0,1121.0,435.0,762.0,276.0,2.5,143800.0,1,0,0,0,0,199319.01825022657
-118.27,34.07,27.0,1190.0,435.0,1795.0,422.0,1.7016,160000.0,1,0,0,0,0,190709.5198773019
-118.27,34.04,13.0,1784.0,435.0,2158.0,682.0,1.7038,118100.0,1,0,0,0,0,161821.17181530644
-118.27,34.17,52.0,2010.0,435.0,908.0,326.0,6.9135,374000.0,1,0,0,0,0,420672.9991529201
-117.14,33.16,16.0,1660.0,435.0,733.0,214.0,5.6874,202700.0,1,0,0,0,0,211633.80333009647
-122.72,38.88,29.0,2781.0,435.0,890.0,310.0,1.9906,96600.0,0,1,0,0,0,100486.02540334442
-121.47,38.61,31.0,1072.0,435.0,781.0,281.0,1.6563,65800.0,0,1,0,0,0,83995.23424667866
-119.18,34.19,19.0,2393.0,435.0,1938.0,762.0,1.6953,167400.0,0,0,0,0,1,162044.42822127894
-118.59,34.2,21.0,1789.0,435.0,2300.0,677.0,2.754,179800.0,1,0,0,0,0,184580.5747000654
-122.22,38.08,37.0,2811.0,435.0,1574.0,516.0,3.1053,96700.0,0,0,0,1,0,118276.00093177987
-121.97,37.34,33.0,3162.0,435.0,1553.0,686.0,3.6682,266100.0,1,0,0,0,0,274968.2064514708
-117.14,32.71,52.0,500.0,435.0,480.0,108.0,1.8696,91100.0,0,0,0,0,1,171869.3695748503
-119.75,36.71,38.0,1481.0,435.0,1543.0,372.0,1.4577,49800.0,0,1,0,0,0,51777.37196219558
-121.3,38.58,16.0,1537.0,435.0,1125.0,375.0,2.6471,90700.0,0,1,0,0,0,103260.77151391529
-117.76,34.04,34.0,1914.0,435.0,1564.0,328.0,2.8347,115800.0,0,1,0,0,0,117545.55776882803
-122.45,37.77,52.0,2602.0,435.0,1330.0,647.0,3.5435,278600.0,0,0,0,1,0,396012.2352193282
-117.15,32.72,51.0,1321.0,435.0,781.0,499.0,1.3071,250000.0,0,0,0,0,1,162578.546823135
-122.08,37.88,26.0,2947.0,435.0,825.0,626.0,2.933,85000.0,0,0,0,1,0,186615.27214183076
-117.87,33.73,45.0,2264.0,435.0,1970.0,499.0,3.4193,177000.0,1,0,0,0,0,199074.7772140235
-117.67,34.04,13.0,1543.0,435.0,776.0,358.0,3.0598,99700.0,0,1,0,0,0,123037.0511874699
-117.66,33.58,6.0,4186.0,435.0,1794.0,541.0,9.6986,357600.0,1,0,0,0,0,406433.8189089225
-117.27,32.85,26.0,1373.0,435.0,608.0,268.0,4.425,475000.0,0,0,0,0,1,366324.80953954224
-117.02,32.66,19.0,771.0,435.0,376.0,108.0,6.6272,273600.0,0,0,0,0,1,226372.61535698333
-118.05,33.99,38.0,1619.0,435.0,886.0,357.0,3.7328,182400.0,1,0,0,0,0,211850.20019486762
-117.92,33.87,33.0,1597.0,435.0,1888.0,423.0,3.055,157800.0,1,0,0,0,0,164933.4509417465
-118.31,34.09,37.0,773.0,435.0,835.0,312.0,1.8576,193800.0,1,0,0,0,0,229810.58380164806
-118.38,34.05,49.0,702.0,435.0,458.0,187.0,4.8958,333600.0,1,0,0,0,0,403990.0375628906
-121.95,37.31,27.0,4140.0,435.0,2135.0,893.0,3.6292,264600.0,1,0,0,0,0,286012.1664544552
-120.98,37.6,36.0,1437.0,435.0,1073.0,320.0,2.1779,58400.0,0,1,0,0,0,96309.14921193737
-122.28,37.78,29.0,5154.0,435.0,3741.0,1273.0,2.5762,173400.0,0,0,0,1,0,261522.45176108897
-118.23,34.13,48.0,1308.0,435.0,835.0,294.0,4.2891,214800.0,1,0,0,0,0,285198.36096470145
-119.11,35.42,52.0,154.0,435.0,37.0,16.0,10.0263,200000.0,0,1,0,0,0,136944.73521781986
-121.89,37.44,8.0,2534.0,435.0,1527.0,364.0,7.8532,422800.0,1,0,0,0,0,416134.8307450319
-121.44,38.54,39.0,2855.0,435.0,1217.0,562.0,3.2404,93600.0,0,1,0,0,0,109688.36271773986
-118.37,34.03,37.0,1236.0,435.0,966.0,292.0,3.0694,122200.0,1,0,0,0,0,226702.79372323162
-118.1,33.91,36.0,726.0,435.0,490.0,130.0,3.6389,167600.0,1,0,0,0,0,218772.16199019115
-118.5,34.17,37.0,880.0,435.0,369.0,155.0,4.1429,303600.0,1,0,0,0,0,306700.98121815396
-117.96,33.78,33.0,1520.0,435.0,658.0,242.0,4.875,269300.0,1,0,0,0,0,247054.2672736128
-117.86,34.01,16.0,4632.0,435.0,3038.0,727.0,5.1762,264400.0,1,0,0,0,0,226441.4686440668
-122.79,38.48,7.0,6837.0,435.0,3468.0,1405.0,3.1662,191000.0,1,0,0,0,0,230332.8299270762
-118.31,33.94,40.0,1550.0,435.0,798.0,270.0,3.775,153800.0,1,0,0,0,0,180060.42210410268
-122.44,37.73,39.0,1912.0,435.0,970.0,406.0,4.7813,275500.0,0,0,0,1,0,306390.5589878039
-118.32,34.09,44.0,2666.0,435.0,2297.0,726.0,1.676,208800.0,1,0,0,0,0,222975.60967678807
-116.93,32.79,19.0,3354.0,435.0,1948.0,682.0,3.0192,142300.0,1,0,0,0,0,151746.65351797442
-119.44,36.58,37.0,1054.0,435.0,879.0,257.0,2.5234,63500.0,0,1,0,0,0,59924.62178913265
-117.3,34.05,6.0,2155.0,435.0,1039.0,391.0,1.6675,95800.0,0,1,0,0,0,110068.03173817063
-118.29,33.73,30.0,3161.0,435.0,1865.0,771.0,2.7139,231700.0,0,0,0,0,1,237583.81732498974
-118.4,34.17,24.0,6347.0,435.0,2945.0,1492.0,3.3545,221500.0,1,0,0,0,0,293078.12019475206
-119.78,36.82,25.0,5016.0,435.0,2133.0,928.0,3.625,89500.0,0,1,0,0,0,122067.31711009951
-117.73,34.1,37.0,3457.0,435.0,1344.0,530.0,5.8891,226000.0,0,1,0,0,0,261920.1665392857
-118.18,34.19,48.0,1371.0,435.0,528.0,155.0,15.0001,500001.0,1,0,0,0,0,434806.0483665566
-122.5,37.75,45.0,1620.0,435.0,941.0,328.0,4.3859,270200.0,0,0,0,0,1,251074.20681543258
-120.32,37.29,38.0,576.0,435.0,478.0,112.0,2.3382,59600.0,0,1,0,0,0,105281.9248884931
-122.65,38.25,23.0,4030.0,435.0,1852.0,778.0,3.402,193300.0,1,0,0,0,0,224865.04873720076
-117.28,34.26,18.0,3895.0,435.0,1086.0,375.0,3.3672,133600.0,0,1,0,0,0,158540.92265814045
-122.16,37.77,47.0,1256.0,435.0,570.0,218.0,4.375,161900.0,0,0,0,1,0,232791.61297748113
-119.73,34.44,38.0,1729.0,435.0,801.0,395.0,3.1364,357500.0,0,0,0,0,1,301708.3618239745
-122.48,38.5,37.0,3049.0,435.0,1287.0,439.0,4.3125,276500.0,0,1,0,0,0,245888.30795935128
-118.88,34.17,15.0,4260.0,435.0,1701.0,669.0,5.1033,410700.0,1,0,0,0,0,281081.50614420965
-122.15,37.43,20.0,11709.0,435.0,7604.0,3589.0,1.9045,375000.0,0,0,0,1,0,294778.65965402435
-117.01,32.74,31.0,3473.0,435.0,2098.0,677.0,2.6973,135200.0,1,0,0,0,0,125603.6434249153
-118.21,34.07,52.0,1770.0,435.0,1848.0,439.0,2.4135,167200.0,1,0,0,0,0,150178.22002762076
-118.36,34.05,45.0,2283.0,435.0,1093.0,475.0,2.5658,252000.0,1,0,0,0,0,256000.22780007383
-118.53,34.26,18.0,3674.0,435.0,1590.0,550.0,8.176,308400.0,1,0,0,0,0,417755.4355631789
-118.19,33.98,36.0,4179.0,435.0,4582.0,1196.0,2.0087,172100.0,1,0,0,0,0,215646.99262890345
-122.4,37.58,26.0,3281.0,435.0,1145.0,480.0,6.358,500001.0,0,0,0,0,1,452618.8767972979
-122.38,37.73,40.0,543.0,435.0,259.0,89.0,2.2167,193800.0,0,0,0,1,0,229357.05296167664
-121.08,39.22,30.0,2188.0,435.0,1033.0,437.0,2.1419,105200.0,0,1,0,0,0,113436.24146690748
-117.28,34.09,44.0,376.0,435.0,273.0,107.0,2.2917,90800.0,0,1,0,0,0,158826.8794905476
-118.29,34.05,34.0,1102.0,435.0,1325.0,439.0,1.5972,168800.0,1,0,0,0,0,200836.40619250372
-121.33,38.02,31.0,1466.0,435.0,608.0,254.0,3.1827,162100.0,0,1,0,0,0,130108.54494471381
-118.05,34.04,33.0,1348.0,435.0,1098.0,257.0,4.2917,161200.0,1,0,0,0,0,187353.43799774637
-118.16,34.01,40.0,1552.0,435.0,1919.0,427.0,2.2596,137500.0,1,0,0,0,0,149129.82943604054
-121.9,36.58,31.0,1431.0,435.0,704.0,393.0,3.1977,289300.0,0,0,0,0,1,309297.07277128886
-117.65,33.6,15.0,5736.0,435.0,2529.0,762.0,6.4114,278700.0,1,0,0,0,0,275367.39242454316
-117.92,33.7,15.0,3201.0,435.0,1510.0,622.0,4.2708,161700.0,1,0,0,0,0,225954.06663273857
-117.87,33.83,27.0,2287.0,435.0,1140.0,351.0,5.6163,231000.0,1,0,0,0,0,245703.91989983467
-120.61,37.36,16.0,638.0,435.0,380.0,132.0,1.9135,87500.0,0,1,0,0,0,78357.43941161473
-118.25,33.95,28.0,2136.0,435.0,1799.0,476.0,1.5427,95700.0,1,0,0,0,0,110840.39794561212
-116.66,32.79,13.0,843.0,435.0,918.0,152.0,6.2152,240600.0,1,0,0,0,0,189669.99226494323
-118.07,34.1,32.0,4275.0,435.0,2812.0,1012.0,3.3512,214100.0,1,0,0,0,0,242221.25452922835
-118.55,34.28,16.0,8879.0,435.0,3468.0,1200.0,8.1125,428600.0,1,0,0,0,0,417315.2941809412
-121.85,36.61,38.0,238.0,435.0,191.0,67.0,1.3897,125000.0,1,0,0,0,0,230576.27721807134
-122.42,40.44,16.0,994.0,435.0,495.0,181.0,2.1875,76400.0,0,1,0,0,0,41561.47333790941
-119.75,34.45,6.0,2864.0,435.0,1404.0,603.0,5.5073,263800.0,0,0,0,0,1,297582.42390751105
-118.8,34.41,45.0,1610.0,435.0,1148.0,347.0,2.7,120400.0,1,0,0,0,0,169490.77193048224
-119.3,36.57,32.0,728.0,435.0,461.0,149.0,3.0156,109100.0,0,1,0,0,0,108577.88064888127
-118.55,34.19,18.0,5862.0,435.0,3161.0,1280.0,3.1106,170600.0,1,0,0,0,0,256678.36211256462
-121.88,37.4,9.0,6751.0,435.0,4240.0,1438.0,5.34,257400.0,1,0,0,0,0,272535.7928346411
-121.9,37.28,26.0,3756.0,435.0,1408.0,535.0,5.6427,320000.0,1,0,0,0,0,318108.22999601084
-117.17,32.75,52.0,1052.0,435.0,381.0,201.0,3.0726,289600.0,0,0,0,0,1,284849.5152552293
-117.2,33.24,12.0,4992.0,435.0,2106.0,801.0,6.2079,307300.0,1,0,0,0,0,303875.0307728948
-117.64,33.45,26.0,1528.0,435.0,607.0,218.0,6.2871,325500.0,0,0,0,0,1,368967.4639707512
-122.1,40.03,25.0,2516.0,435.0,1266.0,494.0,1.7566,58400.0,0,1,0,0,0,61704.05066136317
-114.59,34.83,41.0,812.0,435.0,375.0,158.0,1.7083,48500.0,0,1,0,0,0,94937.3820889652
-122.23,38.17,45.0,350.0,435.0,225.0,72.0,1.8942,216700.0,0,0,0,1,0,107542.6297407859
-117.31,34.25,29.0,4610.0,435.0,1569.0,592.0,2.7663,97900.0,0,1,0,0,0,100639.84970280335
-121.77,39.66,20.0,3759.0,435.0,1705.0,600.0,4.712,158600.0,0,1,0,0,0,108019.75335746314
-119.72,36.76,23.0,6403.0,435.0,3573.0,1260.0,2.3006,69000.0,0,1,0,0,0,126189.8367914773
-122.01,37.94,23.0,3741.0,435.0,1339.0,499.0,6.7061,322300.0,0,0,0,1,0,329994.2621932874
-121.75,37.11,18.0,3167.0,435.0,1414.0,482.0,6.8773,467700.0,1,0,0,0,0,350082.8812318162
-117.02,32.78,31.0,2567.0,435.0,1198.0,499.0,3.4659,163000.0,1,0,0,0,0,159003.3964953748
-121.97,37.35,30.0,1955.0,435.0,999.0,386.0,4.6328,287100.0,1,0,0,0,0,262437.6642079823
-119.69,36.83,32.0,1098.0,435.0,726.0,224.0,1.4913,54600.0,0,1,0,0,0,70094.75250988454
-118.25,33.94,43.0,793.0,435.0,736.0,231.0,0.8527,90400.0,1,0,0,0,0,138486.23726286608
-117.97,34.06,31.0,2516.0,435.0,2194.0,497.0,3.2413,155500.0,1,0,0,0,0,176482.55769095253
-118.3,34.07,18.0,3759.0,435.0,3296.0,1462.0,2.2708,175000.0,1,0,0,0,0,316621.2578543648
-122.0,37.36,17.0,2070.0,435.0,797.0,275.0,8.6155,411200.0,1,0,0,0,0,386578.3578909269
-118.35,34.01,35.0,3776.0,435.0,1583.0,749.0,3.5486,332100.0,1,0,0,0,0,263582.5081837248
-118.2,33.92,45.0,1283.0,435.0,1025.0,248.0,3.2798,141200.0,1,0,0,0,0,154867.90389801972
-122.24,37.75,45.0,891.0,435.0,384.0,146.0,4.9489,247100.0,0,0,0,1,0,206382.14932373166
-117.99,34.14,30.0,2346.0,435.0,1988.0,474.0,2.5625,153000.0,0,1,0,0,0,158399.98845653923
-118.22,34.05,34.0,1113.0,435.0,928.0,290.0,3.1654,155000.0,1,0,0,0,0,190947.36038102576
-121.19,38.71,11.0,4415.0,435.0,1520.0,627.0,3.2321,390800.0,0,1,0,0,0,188398.81669481448
-119.32,36.25,21.0,1231.0,435.0,609.0,206.0,2.8365,90000.0,0,1,0,0,0,100339.42917220162
-118.56,34.2,35.0,2273.0,435.0,1431.0,403.0,4.0789,196700.0,1,0,0,0,0,203117.19175565316
-116.21,33.75,22.0,894.0,435.0,830.0,202.0,3.0673,68200.0,0,1,0,0,0,71460.00914880526
-118.49,34.13,24.0,4394.0,435.0,1443.0,528.0,11.2979,500001.0,1,0,0,0,0,501441.3002502536
-118.23,33.94,36.0,1110.0,435.0,1417.0,302.0,2.3333,92100.0,1,0,0,0,0,144245.9857223355
-122.48,37.7,33.0,4492.0,435.0,3477.0,1537.0,3.0546,297900.0,0,0,0,0,1,304833.9300618359
-117.87,33.62,8.0,1266.0,435.0,375.0,183.0,9.802,500001.0,1,0,0,0,0,400402.1539177889
-122.53,38.32,22.0,3577.0,435.0,1371.0,501.0,5.795,332300.0,1,0,0,0,0,282254.8494457662
-122.22,38.15,7.0,5129.0,435.0,2824.0,738.0,5.5138,171100.0,0,0,0,1,0,208302.61618289043
-118.45,34.3,27.0,2676.0,435.0,2661.0,623.0,4.3047,152100.0,1,0,0,0,0,168591.70726226454
-122.46,37.72,39.0,2254.0,435.0,1388.0,404.0,2.9688,232000.0,0,0,0,0,1,241461.19830230545
-120.98,37.66,10.0,934.0,435.0,401.0,255.0,0.9336,127100.0,0,1,0,0,0,78555.03870184383
-120.67,37.37,18.0,164.0,30.0,104.0,32.0,1.6607,87500.0,0,1,0,0,0,113638.30973100745
-118.01,33.89,34.0,1653.0,292.0,1003.0,310.0,4.6,203400.0,1,0,0,0,0,194931.088118151
-121.97,36.97,15.0,2849.0,668.0,1546.0,582.0,2.7587,228600.0,0,0,0,0,1,227752.045754998
-118.25,33.98,47.0,617.0,162.0,754.0,144.0,2.2969,116700.0,1,0,0,0,0,101416.68920216104
-121.81,37.38,29.0,570.0,76.0,244.0,72.0,12.3292,416700.0,1,0,0,0,0,488270.05373057746
-118.36,33.89,34.0,760.0,174.0,723.0,198.0,5.3169,227600.0,1,0,0,0,0,219131.4740641758
-117.28,33.1,13.0,2644.0,422.0,1197.0,399.0,6.5338,267900.0,0,0,0,0,1,310812.18986903003
-122.25,38.1,52.0,1591.0,372.0,817.0,357.0,2.1411,97200.0,0,0,0,1,0,106599.12826058503
-118.15,34.15,49.0,806.0,199.0,698.0,172.0,2.3654,137500.0,1,0,0,0,0,196645.3630855095
-118.27,34.08,35.0,1147.0,365.0,1016.0,296.0,2.3913,198800.0,1,0,0,0,0,187069.58578860934
-119.31,36.39,32.0,2293.0,466.0,1538.0,468.0,1.9342,68600.0,0,1,0,0,0,63443.74125722516
-122.07,37.39,30.0,1695.0,480.0,932.0,447.0,3.5045,352500.0,0,0,0,1,0,299239.19378753746
-118.27,34.0,46.0,1748.0,428.0,1707.0,409.0,2.148,103800.0,1,0,0,0,0,108560.00036034897
-119.99,38.88,17.0,2807.0,529.0,675.0,251.0,2.7457,107800.0,0,1,0,0,0,145477.98635137267
-121.2,38.7,28.0,2970.0,471.0,1379.0,463.0,4.3214,131700.0,0,1,0,0,0,158003.4778557084
-122.42,37.74,52.0,2019.0,418.0,999.0,448.0,4.2212,271300.0,0,0,0,1,0,310580.5518085777
-117.29,34.14,52.0,1683.0,266.0,646.0,256.0,4.0481,97300.0,0,1,0,0,0,131769.00160833777
-123.8,39.44,52.0,1533.0,336.0,754.0,340.0,1.9213,95000.0,1,0,0,0,0,102021.08611218532
-122.7,38.35,14.0,1555.0,369.0,493.0,335.0,1.6033,67500.0,1,0,0,0,0,110519.97461644105
-118.3,34.19,52.0,1704.0,277.0,746.0,262.0,4.7986,326100.0,1,0,0,0,0,311438.45894548495
-116.09,34.15,13.0,9444.0,1997.0,4166.0,1482.0,2.6111,65600.0,0,1,0,0,0,91698.50258236508
-117.7,33.62,19.0,2957.0,492.0,1639.0,495.0,5.0686,225600.0,1,0,0,0,0,239910.84045365185
-117.23,32.74,44.0,1404.0,229.0,513.0,217.0,4.1806,263800.0,0,0,0,0,1,340748.9960492471
-118.45,34.0,46.0,1777.0,362.0,896.0,334.0,4.45,348300.0,1,0,0,0,0,339927.62322035234
-118.42,34.0,33.0,1139.0,299.0,734.0,257.0,3.2708,325000.0,1,0,0,0,0,306760.214181533
-118.31,34.02,46.0,2217.0,489.0,1227.0,448.0,1.6851,108800.0,1,0,0,0,0,129543.0649519486
-122.43,37.77,52.0,1760.0,366.0,742.0,318.0,4.445,400000.0,0,0,0,1,0,390054.4266999145
-121.08,38.9,27.0,3436.0,755.0,1568.0,709.0,2.4273,138400.0,0,1,0,0,0,128185.03738137224
-119.63,36.32,36.0,1518.0,287.0,749.0,255.0,2.2333,61000.0,0,1,0,0,0,72367.33165592558
