longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_lt1H_OCEAN,ocean_INLAND,ocean_ISLAND,ocean_NEAR_BAY,ocean_NEAR_OCEAN,prediction
-117.14,32.9,-35.23833403403081,6515.484215699549,1068.246542132657,2054.0,687.0,4.2234,162100.0,1,0,0,0,0,212613.6536968266
-119.38,36.53,2.299486864942203,4579.484215699549,1068.246542132657,1423.0,293.0,1.9602,51400.0,0,1,0,0,0,63814.64165637555
-118.36,33.96,22.696977439742305,6841.484215699549,1068.246542132657,2742.0,951.0,2.5504,151300.0,1,0,0,0,0,184256.33978989496
-124.13,40.55,30.021011834537973,3842.484215699549,1068.246542132657,240.0,91.0,3.25,94800.0,1,0,0,0,0,147230.41943125438
-121.98,37.96,26.0376448681307,6285.484215699549,1068.246542132657,1420.0,540.0,3.65,204100.0,0,1,0,0,0,196187.97157635126
-118.3,33.72,39.10717313368163,6088.484215699549,1068.246542132657,1167.0,441.0,6.2028,361500.0,0,0,0,0,1,463546.88413045596
-122.17,37.75,78.0250927059557,4290.484215699549,1068.246542132657,732.0,259.0,1.6196,85100.0,0,0,0,1,0,67249.01540018216
-118.31,34.03,25.983889112637716,4613.484215699549,1068.246542132657,785.0,245.0,1.23,138400.0,1,0,0,0,0,169362.77838927164
-117.23,32.75,-2.136367384176451,5122.484215699549,1068.246542132657,892.0,426.0,3.4286,137500.0,0,0,0,0,1,266577.8860392369
-122.08,37.37,67.60639662579217,4527.484215699549,1068.246542132657,707.0,194.0,7.1108,465000.0,0,0,0,1,0,460835.5493300988
-122.5,37.75,56.222057658763696,5117.484215699549,1068.246542132657,1137.0,354.0,3.4919,271800.0,0,0,0,0,1,300402.28414674685
-118.5,34.46,29.53125285670948,13565.48421569955,1068.246542132657,4956.0,1483.0,5.5061,239400.0,1,0,0,0,0,284473.3237832028
-122.39,37.6,24.28577948666978,4005.484215699549,1068.246542132657,381.0,156.0,4.375,340900.0,0,0,0,0,1,432635.49109761324
-117.96,34.03,3.852982153359793,5391.484215699549,1068.246542132657,1755.0,403.0,3.4115,150400.0,1,0,0,0,0,233945.2296425042
-121.13,38.87,51.164920793194575,4425.484215699549,1068.246542132657,530.0,186.0,3.0917,128100.0,0,1,0,0,0,137277.8202512613
-118.17,33.98,43.06026023506566,4054.484215699549,1068.246542132657,873.0,212.0,2.7321,156000.0,1,0,0,0,0,191074.71052152928
-118.75,34.29,-6.195760128962295,8810.48421569955,1068.246542132657,2734.0,814.0,6.6073,258100.0,1,0,0,0,0,330072.762821449
-119.45,36.61,11.087680583931665,4600.484215699549,1068.246542132657,693.0,243.0,3.7917,90500.0,0,1,0,0,0,123316.49494492963
-120.85,37.78,23.638444521291728,3719.484215699549,1068.246542132657,303.0,106.0,2.2679,71300.0,0,1,0,0,0,127239.42651594528
-117.98,33.73,0.1451131692987317,7131.484215699549,1068.246542132657,2192.0,996.0,3.4679,219700.0,1,0,0,0,0,254977.1376923276
-117.65,34.04,13.142793182854248,6691.484215699549,1068.246542132657,2039.0,611.0,3.9336,151000.0,0,1,0,0,0,192043.95299506822
-118.43,34.2,29.804536354429924,6684.484215699549,1068.246542132657,2240.0,737.0,3.0221,290100.0,1,0,0,0,0,255193.99867457396
-117.03,32.73,34.67254526993845,5359.484215699549,1068.246542132657,1169.0,400.0,3.5096,142000.0,0,0,0,0,1,223387.10760022822
-117.09,32.77,21.431580066257663,6360.484215699549,1068.246542132657,1263.0,539.0,3.0875,291500.0,0,0,0,0,1,208508.82928319054
-118.3,33.73,53.221261090123534,5029.484215699549,1068.246542132657,866.0,403.0,2.7451,255400.0,0,0,0,0,1,350550.7345596533
-124.06,40.86,50.84218870608713,7481.484215699549,1068.246542132657,1891.0,669.0,3.2216,98100.0,0,0,0,0,1,163225.7447544313
-122.91,38.46,24.063720906134744,5319.484215699549,1068.246542132657,912.0,329.0,4.5,251900.0,1,0,0,0,0,284624.5840996181
-118.28,34.25,13.536244495477252,5857.484215699549,1068.246542132657,1886.0,769.0,2.6036,162100.0,1,0,0,0,0,203768.79253260072
-116.95,32.84,44.82751657424014,4605.484215699549,1068.246542132657,752.0,231.0,3.4286,129400.0,1,0,0,0,0,227291.71743169788
-120.4,37.3,18.523271340770165,4699.484215699549,1068.246542132657,967.0,257.0,1.5917,89400.0,0,1,0,0,0,68964.28470326384
-118.18,34.04,58.61528063289869,4968.484215699549,1068.246542132657,1997.0,452.0,2.788,150500.0,1,0,0,0,0,193662.51848137457
-119.33,36.3,-9.255739781550307,6343.484215699549,1068.246542132657,1563.0,516.0,5.4337,133800.0,0,1,0,0,0,171592.9185605244
-117.22,34.11,43.28254074796324,6270.484215699549,1068.246542132657,1972.0,532.0,2.0388,80400.0,0,1,0,0,0,90103.10982407333
-117.91,34.05,34.620820221052675,6487.484215699549,1068.246542132657,1727.0,500.0,5.0758,211100.0,1,0,0,0,0,269158.868856243
-117.2,32.79,5.399860479043156,4511.484215699549,1068.246542132657,654.0,246.0,4.5987,255600.0,0,0,0,0,1,249783.96806488503
-117.34,33.94,7.067605271714472,11208.48421569955,1068.246542132657,3382.0,1176.0,5.5563,214500.0,0,1,0,0,0,191838.45487252544
-118.1,33.74,33.02248045006727,5333.484215699549,1068.246542132657,934.0,512.0,4.2287,500001.0,0,0,0,0,1,465383.0291417092
-118.36,34.05,47.15549099920777,4670.484215699549,1068.246542132657,674.0,271.0,2.8793,202100.0,1,0,0,0,0,288917.3602296292
-120.93,37.73,-4.562400306298983,6097.484215699549,1068.246542132657,2294.0,596.0,2.6343,81500.0,0,1,0,0,0,137874.2796371255
-124.0,40.92,8.071726415831336,4727.484215699549,1068.246542132657,672.0,266.0,2.9485,98800.0,1,0,0,0,0,124098.24167316468
-117.98,33.68,27.7719535591777,7475.484215699549,1068.246542132657,1704.0,606.0,6.2473,281900.0,1,0,0,0,0,348190.1572233278
-118.26,33.83,15.178886191629315,6357.484215699549,1068.246542132657,2064.0,629.0,3.5518,184600.0,1,0,0,0,0,224799.0026482746
-122.41,38.16,41.45082701399893,4847.484215699549,1068.246542132657,863.0,275.0,2.7457,254700.0,0,0,0,1,0,171933.30823392965
-121.95,38.03,19.354180282458557,8824.48421569955,1068.246542132657,3207.0,1012.0,4.0767,143100.0,0,1,0,0,0,158987.40770938556
-118.28,34.06,10.839522351164751,5770.484215699549,1068.246542132657,3795.0,1179.0,1.2254,162500.0,1,0,0,0,0,201941.39041865867
-118.17,34.06,47.80768798976184,3762.484215699549,1068.246542132657,416.0,120.0,2.475,142600.0,1,0,0,0,0,265343.2113249361
-120.67,40.5,38.14463662107445,8641.48421569955,1068.246542132657,2503.0,902.0,3.5962,85900.0,0,1,0,0,0,123926.99056811741
-122.14,37.67,31.377032009619825,6640.484215699549,1068.246542132657,1635.0,557.0,4.7933,186900.0,0,0,0,1,0,293026.93328557134
-119.68,36.79,0.676392957667673,4849.484215699549,1068.246542132657,1010.0,292.0,3.5417,71300.0,0,1,0,0,0,134719.7755843104
-116.91,32.83,30.21667671749655,8501.48421569955,1068.246542132657,2515.0,862.0,4.105,174400.0,1,0,0,0,0,220005.75950247477
-118.35,33.9,35.789892659692995,4845.484215699549,1068.246542132657,956.0,287.0,3.4698,225000.0,1,0,0,0,0,275114.49157413514
-122.7,38.35,30.931318721053348,5611.484215699549,1068.246542132657,954.0,397.0,3.7813,146500.0,1,0,0,0,0,295352.4030610367
-122.28,37.51,26.475758829419597,8017.484215699549,1068.246542132657,1980.0,757.0,6.1064,405000.0,0,0,0,0,1,466769.23704670684
-117.66,33.51,-10.004924188707246,5924.484215699549,1068.246542132657,1302.0,522.0,4.0167,189600.0,1,0,0,0,0,249360.3164470721
-118.09,33.89,39.92090354106549,4289.484215699549,1068.246542132657,717.0,219.0,4.0926,164400.0,1,0,0,0,0,302111.86280474276
-118.46,34.03,43.57428151097865,3821.484215699549,1068.246542132657,317.0,130.0,2.2794,337500.0,1,0,0,0,0,385600.5513740709
-119.15,36.29,32.65286617339385,4733.484215699549,1068.246542132657,657.0,254.0,2.4281,72500.0,0,1,0,0,0,89020.07400825947
-117.91,33.87,32.65947251117663,4419.484215699549,1068.246542132657,762.0,276.0,2.5,143800.0,1,0,0,0,0,179913.46019152983
-118.27,34.07,-3.8214643640696977,4488.484215699549,1068.246542132657,1795.0,422.0,1.7016,160000.0,1,0,0,0,0,193768.10354782207
-118.27,34.04,-9.587419823995564,5082.484215699549,1068.246542132657,2158.0,682.0,1.7038,118100.0,1,0,0,0,0,180586.96457768287
-118.27,34.17,68.70275323725461,5308.484215699549,1068.246542132657,908.0,326.0,6.9135,374000.0,1,0,0,0,0,472907.39101476915
-117.14,33.16,28.846897704334005,4958.484215699549,1068.246542132657,733.0,214.0,5.6874,202700.0,1,0,0,0,0,332639.950305217
-122.72,38.88,16.900023071283016,6079.484215699549,1068.246542132657,890.0,310.0,1.9906,96600.0,0,1,0,0,0,85921.86391080485
-121.47,38.61,30.980178764915426,4370.484215699549,1068.246542132657,781.0,281.0,1.6563,65800.0,0,1,0,0,0,68301.51537077012
-119.18,34.19,27.420906811096728,5691.484215699549,1068.246542132657,1938.0,762.0,1.6953,167400.0,0,0,0,0,1,215074.6817086437
-118.59,34.2,29.852386387511835,5087.484215699549,1068.246542132657,2300.0,677.0,2.754,179800.0,1,0,0,0,0,223990.76827637485
-122.22,38.08,53.56012529221174,6109.484215699549,1068.246542132657,1574.0,516.0,3.1053,96700.0,0,0,0,1,0,158168.3326088207
-121.97,37.34,37.84732890207251,6460.484215699549,1068.246542132657,1553.0,686.0,3.6682,266100.0,1,0,0,0,0,363552.6309673388
-117.14,32.71,50.20783662150217,3798.484215699549,1068.246542132657,480.0,108.0,1.8696,91100.0,0,0,0,0,1,235319.6683946796
-119.75,36.71,33.10802332558079,4779.484215699549,1068.246542132657,1543.0,372.0,1.4577,49800.0,0,1,0,0,0,68976.74169534337
-121.3,38.58,35.952512137294484,4835.484215699549,1068.246542132657,1125.0,375.0,2.6471,90700.0,0,1,0,0,0,88490.048423845
-117.76,34.04,-8.538956666435944,5212.484215699549,1068.246542132657,1564.0,328.0,2.8347,115800.0,0,1,0,0,0,142663.90622606946
-122.45,37.77,49.37954920896637,5900.484215699549,1068.246542132657,1330.0,647.0,3.5435,278600.0,0,0,0,1,0,481544.61306418857
-117.15,32.72,51.62366987010602,4619.484215699549,1068.246542132657,781.0,499.0,1.3071,250000.0,0,0,0,0,1,227812.58932784907
-122.08,37.88,-0.9377090966454452,6245.484215699549,1068.246542132657,825.0,626.0,2.933,85000.0,0,0,0,1,0,173976.26285457547
-117.87,33.73,51.28985360093352,5562.484215699549,1068.246542132657,1970.0,499.0,3.4193,177000.0,1,0,0,0,0,256988.57946955637
-117.67,34.04,0.6914222867513811,4841.484215699549,1068.246542132657,776.0,358.0,3.0598,99700.0,0,1,0,0,0,175883.98075915864
-117.66,33.58,22.299367855072987,7484.484215699549,1068.246542132657,1794.0,541.0,9.6986,357600.0,1,0,0,0,0,436056.94669861824
-117.27,32.85,23.62643175991604,4671.484215699549,1068.246542132657,608.0,268.0,4.425,475000.0,0,0,0,0,1,429245.57650653453
-117.02,32.66,31.646345446843508,4069.484215699549,1068.246542132657,376.0,108.0,6.6272,273600.0,0,0,0,0,1,349083.059819999
-118.05,33.99,61.03495871661088,4917.484215699549,1068.246542132657,886.0,357.0,3.7328,182400.0,1,0,0,0,0,296800.04848340584
-117.92,33.87,40.2369966841929,4895.484215699549,1068.246542132657,1888.0,423.0,3.055,157800.0,1,0,0,0,0,207963.59497478625
-118.31,34.09,20.44972209689304,4071.484215699549,1068.246542132657,835.0,312.0,1.8576,193800.0,1,0,0,0,0,223294.98196637558
-118.38,34.05,20.38085065457536,4000.484215699549,1068.246542132657,458.0,187.0,4.8958,333600.0,1,0,0,0,0,456255.9674333763
-121.95,37.31,60.13725451730698,7438.484215699549,1068.246542132657,2135.0,893.0,3.6292,264600.0,1,0,0,0,0,359785.61316917907
-120.98,37.6,33.89668578915385,4735.484215699549,1068.246542132657,1073.0,320.0,2.1779,58400.0,0,1,0,0,0,90557.18324699113
-122.28,37.78,15.986792173197834,8452.48421569955,1068.246542132657,3741.0,1273.0,2.5762,173400.0,0,0,0,1,0,170005.27727604855
-118.23,34.13,50.72631866300254,4606.484215699549,1068.246542132657,835.0,294.0,4.2891,214800.0,1,0,0,0,0,341731.4828351268
-119.11,35.42,48.38251201642889,3452.484215699549,1068.246542132657,37.0,16.0,10.0263,200000.0,0,1,0,0,0,229621.32310280908
-121.89,37.44,24.104660018346724,5832.484215699549,1068.246542132657,1527.0,364.0,7.8532,422800.0,1,0,0,0,0,411692.7857706422
-121.44,38.54,39.6412096502393,6153.484215699549,1068.246542132657,1217.0,562.0,3.2404,93600.0,0,1,0,0,0,167301.5710402408
-118.37,34.03,37.259853757838265,4534.484215699549,1068.246542132657,966.0,292.0,3.0694,122200.0,1,0,0,0,0,254097.5828131074
-118.1,33.91,22.495138257373636,4024.484215699549,1068.246542132657,490.0,130.0,3.6389,167600.0,1,0,0,0,0,285195.36335954675
-118.5,34.17,45.874380374475095,4178.484215699549,1068.246542132657,369.0,155.0,4.1429,303600.0,1,0,0,0,0,432176.4576986523
-117.96,33.78,13.46092446407078,4818.484215699549,1068.246542132657,658.0,242.0,4.875,269300.0,1,0,0,0,0,261100.7328254579
-117.86,34.01,28.58466278176464,7930.484215699549,1068.246542132657,3038.0,727.0,5.1762,264400.0,1,0,0,0,0,263907.54110391246
-122.79,38.48,35.800936846603015,10135.48421569955,1068.246542132657,3468.0,1405.0,3.1662,191000.0,1,0,0,0,0,201484.57737093873
-118.31,33.94,11.184916756835957,4848.484215699549,1068.246542132657,798.0,270.0,3.775,153800.0,1,0,0,0,0,190679.4261293388
-122.44,37.73,-7.60933387093251,5210.484215699549,1068.246542132657,970.0,406.0,4.7813,275500.0,0,0,0,1,0,319326.79031609755
-118.32,34.09,55.65840850938203,5964.484215699549,1068.246542132657,2297.0,726.0,1.676,208800.0,1,0,0,0,0,281806.17201992206
-116.93,32.79,67.15279068191197,6652.484215699549,1068.246542132657,1948.0,682.0,3.0192,142300.0,1,0,0,0,0,161763.99696230382
-119.44,36.58,18.08349383434218,4352.484215699549,1068.246542132657,879.0,257.0,2.5234,63500.0,0,1,0,0,0,67433.15934103439
-117.3,34.05,-17.63693344151149,5453.484215699549,1068.246542132657,1039.0,391.0,1.6675,95800.0,0,1,0,0,0,132492.82504972874
-118.29,33.73,41.13094002990947,6459.484215699549,1068.246542132657,1865.0,771.0,2.7139,231700.0,0,0,0,0,1,303337.7824980807
-118.4,34.17,8.111179615668542,9645.48421569955,1068.246542132657,2945.0,1492.0,3.3545,221500.0,1,0,0,0,0,271763.1430683427
-119.78,36.82,15.436610503118413,8314.48421569955,1068.246542132657,2133.0,928.0,3.625,89500.0,0,1,0,0,0,156294.66379372362
-117.73,34.1,30.42091845125159,6755.484215699549,1068.246542132657,1344.0,530.0,5.8891,226000.0,0,1,0,0,0,310732.7938542054
-118.18,34.19,58.05432201710646,4669.484215699549,1068.246542132657,528.0,155.0,15.0001,500001.0,1,0,0,0,0,437313.7435604233
-122.5,37.75,37.340179558046046,4918.484215699549,1068.246542132657,941.0,328.0,4.3859,270200.0,0,0,0,0,1,315351.51049786684
-120.32,37.29,43.25171541463013,3874.484215699549,1068.246542132657,478.0,112.0,2.3382,59600.0,0,1,0,0,0,95059.77985721966
-122.65,38.25,19.66369309936935,7328.484215699549,1068.246542132657,1852.0,778.0,3.402,193300.0,1,0,0,0,0,238172.66666788762
-117.28,34.26,2.036537649967393,7193.484215699549,1068.246542132657,1086.0,375.0,3.3672,133600.0,0,1,0,0,0,187568.58261137933
-122.16,37.77,40.95559478480563,4554.484215699549,1068.246542132657,570.0,218.0,4.375,161900.0,0,0,0,1,0,281184.12407156685
-119.73,34.44,20.03837066663827,5027.484215699549,1068.246542132657,801.0,395.0,3.1364,357500.0,0,0,0,0,1,340641.3844339409
-122.48,38.5,37.123126896602855,6347.484215699549,1068.246542132657,1287.0,439.0,4.3125,276500.0,0,1,0,0,0,270373.7966579486
-118.88,34.17,-6.239978652823854,7558.484215699549,1068.246542132657,1701.0,669.0,5.1033,410700.0,1,0,0,0,0,349374.3612676016
-122.15,37.43,-0.6546406540778911,15007.48421569955,1068.246542132657,7604.0,3589.0,1.9045,375000.0,0,0,0,1,0,241969.35753997802
-117.01,32.74,58.53516129948464,6771.484215699549,1068.246542132657,2098.0,677.0,2.6973,135200.0,1,0,0,0,0,154706.44513616493
-118.21,34.07,50.99486996206,5068.484215699549,1068.246542132657,1848.0,439.0,2.4135,167200.0,1,0,0,0,0,212374.4366206594
-118.36,34.05,43.98130414253123,5581.484215699549,1068.246542132657,1093.0,475.0,2.5658,252000.0,1,0,0,0,0,322506.5163868414
-118.53,34.26,27.667540827102236,6972.484215699549,1068.246542132657,1590.0,550.0,8.176,308400.0,1,0,0,0,0,446648.32677877287
-118.19,33.98,28.046211968312395,7477.484215699549,1068.246542132657,4582.0,1196.0,2.0087,172100.0,1,0,0,0,0,172150.34832673066
-122.4,37.58,21.680903823255207,6579.484215699549,1068.246542132657,1145.0,480.0,6.358,500001.0,0,0,0,0,1,501022.8461851933
-122.38,37.73,48.03489760723984,3841.484215699549,1068.246542132657,259.0,89.0,2.2167,193800.0,0,0,0,1,0,235343.00262269285
-121.08,39.22,35.3373847468337,5486.484215699549,1068.246542132657,1033.0,437.0,2.1419,105200.0,0,1,0,0,0,127625.24094907692
-117.28,34.09,22.09041936808685,3674.484215699549,1068.246542132657,273.0,107.0,2.2917,90800.0,0,1,0,0,0,110919.79404747675
-118.29,34.05,49.74936458593661,4400.484215699549,1068.246542132657,1325.0,439.0,1.5972,168800.0,1,0,0,0,0,260191.37728245062
-121.33,38.02,19.841353816187947,4764.484215699549,1068.246542132657,608.0,254.0,3.1827,162100.0,0,1,0,0,0,168422.26891351154
-118.05,34.04,13.041134958777914,4646.484215699549,1068.246542132657,1098.0,257.0,4.2917,161200.0,1,0,0,0,0,269720.8585608463
-118.16,34.01,22.981896959740332,4850.484215699549,1068.246542132657,1919.0,427.0,2.2596,137500.0,1,0,0,0,0,175108.6991405829
-121.9,36.58,23.619072827702404,4729.484215699549,1068.246542132657,704.0,393.0,3.1977,289300.0,0,0,0,0,1,323855.20138855756
-117.65,33.6,45.75439213508189,9034.48421569955,1068.246542132657,2529.0,762.0,6.4114,278700.0,1,0,0,0,0,337284.6848134948
-117.92,33.7,-7.21648530201708,6499.484215699549,1068.246542132657,1510.0,622.0,4.2708,161700.0,1,0,0,0,0,248571.2293851233
-117.87,33.83,30.02527868252234,5585.484215699549,1068.246542132657,1140.0,351.0,5.6163,231000.0,1,0,0,0,0,342110.0174090553
-120.61,37.36,-24.40280116583432,3936.484215699549,1068.246542132657,380.0,132.0,1.9135,87500.0,0,1,0,0,0,122447.19236670446
-118.25,33.95,27.970386487521317,5434.484215699549,1068.246542132657,1799.0,476.0,1.5427,95700.0,1,0,0,0,0,122371.05633049409
-116.66,32.79,30.00093039131006,4141.484215699549,1068.246542132657,918.0,152.0,6.2152,240600.0,1,0,0,0,0,288190.3641874945
-118.07,34.1,27.52729338670504,7573.484215699549,1068.246542132657,2812.0,1012.0,3.3512,214100.0,1,0,0,0,0,266431.53582518786
-118.55,34.28,4.105804035693323,12177.48421569955,1068.246542132657,3468.0,1200.0,8.1125,428600.0,1,0,0,0,0,459495.05380588066
-121.85,36.61,42.37533394801535,3536.484215699549,1068.246542132657,191.0,67.0,1.3897,125000.0,1,0,0,0,0,256356.4266280561
-122.42,40.44,29.232187144184415,4292.484215699549,1068.246542132657,495.0,181.0,2.1875,76400.0,0,1,0,0,0,93402.56767709607
-119.75,34.45,18.542482633122276,6162.484215699549,1068.246542132657,1404.0,603.0,5.5073,263800.0,0,0,0,0,1,412400.88723955944
-118.8,34.41,82.2778374535462,4908.484215699549,1068.246542132657,1148.0,347.0,2.7,120400.0,1,0,0,0,0,196487.38489222206
-119.3,36.57,35.953061795362274,4026.484215699549,1068.246542132657,461.0,149.0,3.0156,109100.0,0,1,0,0,0,123377.22591202866
-118.55,34.19,6.804025280015212,9160.48421569955,1068.246542132657,3161.0,1280.0,3.1106,170600.0,1,0,0,0,0,234101.70835210828
-121.88,37.4,6.619115833908214,10049.48421569955,1068.246542132657,4240.0,1438.0,5.34,257400.0,1,0,0,0,0,281048.9726565696
-121.9,37.28,24.62984799831468,7054.484215699549,1068.246542132657,1408.0,535.0,5.6427,320000.0,1,0,0,0,0,351851.0665185635
-117.17,32.75,54.05503079209156,4350.484215699549,1068.246542132657,381.0,201.0,3.0726,289600.0,0,0,0,0,1,302108.23550686677
-117.2,33.24,11.432503534370214,8290.48421569955,1068.246542132657,2106.0,801.0,6.2079,307300.0,1,0,0,0,0,349104.55669989134
-117.64,33.45,29.287787049600635,4826.484215699549,1068.246542132657,607.0,218.0,6.2871,325500.0,0,0,0,0,1,512105.5607425075
-122.1,40.03,-6.577441112725133,5814.484215699549,1068.246542132657,1266.0,494.0,1.7566,58400.0,0,1,0,0,0,96652.10954199679
-114.59,34.83,56.67918038984397,4110.484215699549,1068.246542132657,375.0,158.0,1.7083,48500.0,0,1,0,0,0,110696.35380738565
-122.23,38.17,34.1379867964674,3648.484215699549,1068.246542132657,225.0,72.0,1.8942,216700.0,0,0,0,1,0,167403.91707405073
-117.31,34.25,6.8284416261149765,7908.484215699549,1068.246542132657,1569.0,592.0,2.7663,97900.0,0,1,0,0,0,124525.59139487387
-121.77,39.66,32.05287665413599,7057.484215699549,1068.246542132657,1705.0,600.0,4.712,158600.0,0,1,0,0,0,188717.8489052552
-119.72,36.76,47.89618033660146,9701.48421569955,1068.246542132657,3573.0,1260.0,2.3006,69000.0,0,1,0,0,0,86020.63233622981
-122.01,37.94,32.31775251694519,7039.484215699549,1068.246542132657,1339.0,499.0,6.7061,322300.0,0,0,0,1,0,398886.1048306402
-121.75,37.11,21.04575429159133,6465.484215699549,1068.246542132657,1414.0,482.0,6.8773,467700.0,1,0,0,0,0,382803.8753379182
-117.02,32.78,13.381942885926955,5865.484215699549,1068.246542132657,1198.0,499.0,3.4659,163000.0,1,0,0,0,0,211783.59972738917
-121.97,37.35,84.26982985992686,5253.484215699549,1068.246542132657,999.0,386.0,4.6328,287100.0,1,0,0,0,0,383647.2845115985
-119.69,36.83,48.63603180986473,4396.484215699549,1068.246542132657,726.0,224.0,1.4913,54600.0,0,1,0,0,0,55714.726849705534
-118.25,33.94,21.468438784056676,4091.484215699549,1068.246542132657,736.0,231.0,0.8527,90400.0,1,0,0,0,0,125871.9502268123
-117.97,34.06,16.26560164216953,5814.484215699549,1068.246542132657,2194.0,497.0,3.2413,155500.0,1,0,0,0,0,199907.42373284374
-118.3,34.07,19.643823203859032,7057.484215699549,1068.246542132657,3296.0,1462.0,2.2708,175000.0,1,0,0,0,0,267015.0367755088
-122.0,37.36,-12.382906296600872,5368.484215699549,1068.246542132657,797.0,275.0,8.6155,411200.0,1,0,0,0,0,435758.91841823247
-118.35,34.01,38.186950686184886,7074.484215699549,1068.246542132657,1583.0,749.0,3.5486,332100.0,1,0,0,0,0,349991.5555292333
-118.2,33.92,36.32399408016896,4581.484215699549,1068.246542132657,1025.0,248.0,3.2798,141200.0,1,0,0,0,0,233528.42220688146
-122.24,37.75,68.17532170151523,4189.484215699549,1068.246542132657,384.0,146.0,4.9489,247100.0,0,0,0,1,0,299214.21333581506
-117.99,34.14,48.183787371602776,5644.484215699549,1068.246542132657,1988.0,474.0,2.5625,153000.0,0,1,0,0,0,212167.48790014637
-118.22,34.05,-17.240657829504435,4411.484215699549,1068.246542132657,928.0,290.0,3.1654,155000.0,1,0,0,0,0,216083.37043006753
-121.19,38.71,11.788138316876276,7713.484215699549,1068.246542132657,1520.0,627.0,3.2321,390800.0,0,1,0,0,0,186932.31126874132
-119.32,36.25,-9.568562626830154,4529.484215699549,1068.246542132657,609.0,206.0,2.8365,90000.0,0,1,0,0,0,121580.95894273167
-118.56,34.2,55.971078975699825,5571.484215699549,1068.246542132657,1431.0,403.0,4.0789,196700.0,1,0,0,0,0,344952.1633617852
